"Fiscal.Year","County","CPS_confirmed_victim","CPS_unconfirmed_victim","CPS_family_preservation_removals","CPS_investigation_removals","Children.in.DFPS.Responsibility","Adult_disabled_18_64_pop","Adult_disabled_18_64_perc","Adult_65_over_pop","Adult_65_over_perc","APS_total_county_pop","APS_clients","APS_service_stages","APS_alleged_victims_in_repeat_invest","APS_alleged_victims_in_initial_invest","APS_recidivism"
2015,"Mitchell",29,98,3,1,10,986,10,1463,15,9622,21,21,4,41,0.098
2015,"Montague",158,188,5,30,70,1645,8,4260,22,19446,50,50,30,165,0.182
2015,"Montgomery",503,3706,33,128,568,29499,6,65390,12,529079,462,464,199,1272,0.156
2015,"Moore",65,242,8,4,29,1430,7,2283,11,21734,20,20,6,52,0.115
2015,"Morris",27,137,7,8,28,1489,12,2720,21,12698,17,17,9,68,0.132
2015,"Motley",1,7,0,2,2,126,11,367,31,1191,9,9,2,13,0.154
2015,"Nacogdoches",157,512,6,35,177,5052,8,8954,14,63548,139,141,55,235,0.234
2015,"Navarro",95,556,7,8,71,4849,10,8016,17,47908,98,98,19,189,0.101
2015,"Newton",23,101,0,12,24,1610,11,2626,19,14051,31,31,16,76,0.211
2015,"Nolan",86,272,2,13,42,1443,9,2713,18,15376,47,47,27,120,0.225
2015,"None Specified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,0.333
2015,"Nueces",1316,4434,132,193,682,27503,8,47529,13,360992,510,510,300,1854,0.162
2015,"Ochiltree",29,76,0,6,12,427,4,1150,11,10737,10,10,4,21,0.19
2015,"Oldham",2,10,NA,NA,1,136,6,365,17,2140,1,1,1,5,0.2
2015,"Orange",280,1049,14,95,286,7416,9,13526,16,84037,99,100,55,393,0.14
2015,"Out of State",15,47,0,3,NA,NA,NA,NA,NA,NA,11,11,9,47,0.191
2015,"Palo Pinto",239,384,24,51,241,2666,10,5240,19,27979,67,68,21,173,0.121
2015,"Panola",100,192,3,23,52,2057,8,4206,17,24238,49,49,15,93,0.161
2015,"Parker",442,1069,34,50,309,7988,6,19163,15,125811,142,142,57,331,0.172
2015,"Parmer",18,36,0,9,12,588,6,1281,13,9697,6,6,0,16,0
2015,"Pecos",21,114,0,4,20,891,6,2060,13,16119,27,27,8,50,0.16
2015,"Polk",109,596,1,23,109,5707,12,9018,19,47077,101,101,67,339,0.198
2015,"Potter",647,1760,21,95,434,8087,7,15135,12,122204,409,412,148,746,0.198
2015,"Presidio",18,39,2,1,8,617,9,1415,21,6726,13,13,5,29,0.172
2015,"Rains",33,93,0,3,20,1087,10,2594,23,11147,27,27,9,47,0.191
2015,"Randall",295,789,4,66,250,6409,5,18108,14,128364,163,165,70,403,0.174
2015,"Reagan",7,28,NA,NA,2,186,5,458,12,3739,1,1,1,5,0.2
2015,"Real",13,35,0,9,18,175,5,1044,31,3364,12,12,0,31,0
2015,"Red River",41,107,4,13,38,1461,11,2954,23,12770,18,20,7,63,0.111
2015,"Reeves",30,107,2,13,27,948,6,1880,13,14686,14,14,10,41,0.244
2015,"Refugio",25,72,1,5,15,711,10,1673,22,7475,8,8,11,35,0.314
2015,"Roberts",1,1,NA,NA,NA,81,8,196,21,955,NA,NA,0,1,0
2015,"Robertson",36,161,0,4,22,1323,8,3110,19,16713,22,22,8,57,0.14
2015,"Rockwall",129,416,4,23,42,3841,4,10512,12,89731,44,44,20,139,0.144
2015,"Runnels",45,114,1,21,51,456,4,2296,21,10726,28,28,16,73,0.219
2015,"Rusk",229,491,12,87,188,4251,8,8361,16,53046,47,47,19,165,0.115
2015,"Sabine",34,93,0,4,9,975,9,3031,29,10372,25,25,8,63,0.127
2015,"San Augustine",20,78,2,1,13,1291,15,2229,26,8631,42,42,8,74,0.108
2015,"San Jacinto",99,329,6,23,54,2529,9,5595,20,27583,94,94,38,192,0.198
2015,"San Patricio",296,953,29,27,163,5387,8,10037,15,67868,121,123,46,318,0.145
2015,"San Saba",38,66,3,10,50,497,8,1311,22,5945,11,11,3,16,0.188
2015,"Schleicher",10,8,0,4,13,158,5,561,17,3296,2,2,3,10,0.3
2015,"Scurry",71,239,9,15,37,1128,6,2536,14,17598,31,32,8,76,0.105
2015,"Shackelford",7,26,6,0,7,309,9,652,19,3370,17,17,6,27,0.222
2015,"Shelby",90,238,14,29,99,1934,8,4292,17,25552,71,72,22,114,0.193
2015,"Sherman",6,11,0,2,3,344,11,488,16,3120,4,4,0,5,0
2015,"Smith",593,1784,74,184,537,14228,6,34630,16,222690,377,383,143,951,0.15
2015,"Somervell",19,80,1,5,15,505,6,1645,19,8832,10,10,5,17,0.294
2015,"Starr",123,552,12,12,86,5794,9,7352,12,63044,54,54,18,171,0.105
2015,"Stephens",28,126,0,1,16,694,7,1857,19,9589,48,48,17,80,0.213
2015,"Sterling",17,12,0,1,7,57,5,261,22,1199,NA,NA,0,2,0
2015,"Stonewall",1,4,NA,NA,5,127,8,428,29,1498,3,4,2,4,0.5
2015,"Sutton",4,23,4,0,6,124,3,751,18,4221,9,9,4,18,0.222
2015,"Swisher",32,42,NA,NA,24,689,9,1393,18,7576,20,20,6,36,0.167
2015,"Tarrant",6213,16848,78,572,2009,112461,6,207562,11,1973526,1292,1304,818,4953,0.165
2015,"Taylor",914,1976,85,173,513,11504,8,19045,14,135587,529,537,226,1180,0.192
2015,"Terrell",1,4,NA,NA,NA,42,4,286,28,1022,NA,NA,0,3,0
2015,"Terry",30,146,1,1,42,1204,9,1935,15,12834,126,136,35,153,0.229
2015,"Throckmorton",5,21,NA,NA,NA,71,5,416,27,1556,7,7,0,11,0
2015,"Titus",99,224,10,33,73,2485,8,4426,14,32731,22,22,10,80,0.125
2015,"Tom Green",447,1374,55,89,540,8673,7,17223,15,116140,407,416,203,912,0.223
2015,"Travis",2495,9859,172,572,1733,58251,5,98848,9,1157447,624,627,542,3089,0.175
2015,"Trinity",84,152,0,32,49,1972,14,3618,25,14429,68,69,22,114,0.193
2015,"Tyler",82,264,11,15,44,2746,13,4467,21,21503,39,40,13,102,0.127
2015,"Unknown",NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,"Upshur",148,422,15,30,89,4234,10,7111,18,40422,87,87,19,184,0.103
2015,"Upton",11,32,1,1,7,264,7,629,17,3645,3,3,3,8,0.375
2015,"Uvalde",102,337,9,29,87,1893,7,4401,16,27040,16,16,17,95,0.179
2015,"Val Verde",56,423,0,4,38,2827,6,6765,14,48649,48,48,22,120,0.183
2015,"Van Zandt",182,514,9,61,199,4847,9,10875,20,54009,107,108,52,253,0.206
2015,"Victoria",252,935,23,19,220,7061,8,13570,15,91894,128,128,51,338,0.151
2015,"Walker",89,443,3,15,65,3268,5,8496,12,70407,51,51,31,131,0.237
2015,"Waller",75,328,2,19,70,3550,8,5672,12,46782,39,39,15,120,0.125
2015,"Ward",29,143,0,7,24,1004,8,1720,14,11914,20,20,13,71,0.183
2015,"Washington",62,162,1,21,63,2512,7,6864,20,34373,21,21,15,101,0.149
2015,"Webb",563,2313,50,141,641,15867,6,23419,9,262486,192,192,106,697,0.152
2015,"Wharton",38,375,4,6,29,2657,6,6719,16,41645,63,63,21,128,0.164
2015,"Wheeler",11,45,NA,NA,6,331,6,1130,20,5599,7,7,0,8,0
2015,"Wichita",684,1636,27,62,294,10558,8,19171,15,132213,597,602,271,1301,0.208
2015,"Wilbarger",61,134,1,12,27,1362,10,2350,18,13266,49,49,13,109,0.119
2015,"Willacy",120,308,3,14,54,2306,10,2874,13,22166,58,58,18,115,0.157
2015,"Williamson",672,2445,48,125,433,26029,5,54438,11,500485,206,209,132,784,0.168
2015,"Wilson",74,235,12,22,102,3068,6,7237,15,47206,35,35,15,112,0.134
2015,"Winkler",22,67,4,3,14,594,7,983,12,8062,2,2,6,27,0.222
2015,"Wise",187,592,2,64,152,5893,9,9391,15,62467,51,52,35,174,0.201
2015,"Wood",129,364,5,25,136,4078,9,11592,27,43677,109,109,26,226,0.115
2015,"Yoakum",15,57,0,2,11,568,7,1055,12,8449,11,12,7,28,0.25
2015,"Young",53,268,1,9,34,1383,7,3727,20,18571,97,98,48,182,0.264
2015,"Zapata",27,187,4,7,42,1030,7,1727,12,14282,13,13,6,45,0.133
2015,"Zavala",61,201,0,23,54,1359,11,1611,13,12180,8,8,5,57,0.088
2016,"Anderson",226,511,6,42,162,4952,8,8305,14,58382,162,166,42,248,0.169
2016,"Andrews",43,150,8,20,56,879,5,1949,10,18708,14,14,6,37,0.162
2016,"Angelina",277,1008,9,62,208,8425,9,13661,15,89219,231,237,64,410,0.156
2016,"Aransas",66,328,13,5,91,2222,9,6931,27,25763,84,84,31,168,0.185
2016,"Archer",12,60,1,1,5,605,7,1613,19,8582,44,44,11,42,0.262
2016,"Armstrong",2,15,0,1,2,65,3,522,27,1951,NA,NA,0,8,0
2016,"Atascosa",202,517,21,38,180,2872,6,7052,14,48782,48,48,30,179,0.168
2016,"Austin",27,210,0,8,22,1943,7,5428,18,29603,27,27,5,78,0.064
2016,"Bailey",16,43,3,2,16,422,6,1037,14,7464,44,48,12,46,0.261
2016,"Bandera",47,156,3,12,42,2070,10,5315,25,20912,54,56,18,110,0.164
2016,"Bastrop",293,842,11,80,279,6152,8,11970,15,81259,66,67,41,312,0.131
2016,"Baylor",9,67,1,6,8,306,8,880,24,3650,29,29,5,42,0.119
2016,"Bee",99,386,26,28,139,3450,10,3955,12,33379,75,75,21,138,0.152
2016,"Bell",993,4124,83,430,1137,29639,9,33036,10,337015,388,392,199,1250,0.159
2016,"Bexar",4550,18901,782,1128,4834,152471,8,225050,12,1935868,2530,2547,1012,7022,0.144
2016,"Blanco",14,78,5,12,27,857,8,2678,24,11094,5,5,4,26,0.154
2016,"Borden",1,NA,NA,NA,NA,57,9,192,29,667,2,2,0,1,0
2016,"Bosque",36,189,1,23,78,1275,7,4329,24,17909,19,19,13,69,0.188
2016,"Bowie",261,1013,28,86,235,6564,7,15192,16,92597,122,123,38,279,0.136
2016,"Brazoria",613,2201,14,68,258,17423,5,39701,11,349762,299,300,93,722,0.129
2016,"Brazos",246,1113,12,39,113,9509,4,18240,9,213043,125,126,45,364,0.124
2016,"Brewster",28,70,NA,NA,1,983,11,1821,20,9214,25,25,20,84,0.238
2016,"Briscoe",3,10,NA,NA,3,48,3,423,27,1587,NA,NA,NA,NA,NA
2016,"Brooks",40,147,9,7,25,654,9,1410,20,7203,21,21,7,60,0.117
2016,"Brown",185,486,33,75,211,2489,6,7908,20,38686,136,137,39,261,0.149
2016,"Burleson",64,154,0,32,63,1131,6,3570,20,17507,17,17,13,80,0.163
2016,"Burnet",148,371,10,69,153,3876,8,9908,22,45948,65,65,19,158,0.12
2016,"Caldwell",143,429,7,53,150,2924,7,5838,14,41678,67,68,31,162,0.191
2016,"Calhoun",91,212,2,13,55,2048,9,3755,17,22287,43,43,17,79,0.215
2016,"Callahan",28,211,1,5,19,1068,8,2836,21,13447,55,56,18,98,0.184
2016,"Cameron",1135,4006,152,176,715,22887,5,54214,13,420614,522,524,215,1358,0.158
2016,"Camp",42,171,0,16,33,888,7,2285,18,12957,23,23,12,64,0.188
2016,"Carson",7,41,1,2,13,275,5,1029,17,5906,10,10,1,21,0.048
2016,"Cass",101,371,17,34,108,2617,9,6787,22,30472,41,41,13,105,0.124
2016,"Castro",22,59,4,8,26,348,5,1144,15,7458,11,11,3,12,0.25
2016,"Chambers",54,243,16,36,76,2195,6,4559,12,39083,52,52,15,82,0.183
2016,"Cherokee",194,592,9,85,217,3324,6,8548,17,51738,201,203,37,276,0.134
2016,"Childress",18,64,3,5,13,481,7,1120,16,7079,21,22,5,40,0.125
2016,"Clay",36,86,1,3,10,889,9,2143,21,10169,62,63,16,79,0.203
2016,"Cochran",11,23,0,2,4,228,7,516,16,3219,91,109,29,79,0.367
2016,"Coke",11,52,1,2,10,175,5,896,28,3257,9,9,1,25,0.04
2016,"Coleman",28,134,1,6,25,617,7,2129,25,8656,38,39,11,85,0.129
2016,"Collin",1183,3200,21,166,515,30446,3,94106,10,930091,264,270,135,1022,0.132
2016,"Collingsworth",7,13,0,1,7,178,6,599,19,3127,14,14,4,20,0.2
2016,"Colorado",19,128,0,7,19,1309,6,4526,21,21097,20,20,6,67,0.09
2016,"Comal",382,1015,34,134,455,9310,7,23270,18,129967,80,80,48,379,0.127
2016,"Comanche",44,151,2,13,24,971,7,3193,24,13437,47,48,19,84,0.226
2016,"Concho",9,20,0,2,2,140,3,741,18,4119,9,12,2,10,0.2
2016,"Cooke",206,417,14,63,160,2804,7,7146,18,39215,55,55,14,132,0.106
2016,"Coryell",277,928,10,107,220,8635,11,6627,9,77013,53,53,31,211,0.147
2016,"Cottle",6,13,NA,NA,NA,132,9,428,28,1507,7,7,3,8,0.375
2016,"Crane",8,18,3,5,11,238,4,680,13,5376,3,3,4,9,0.444
2016,"Crockett",20,47,2,7,22,190,5,735,19,3922,11,12,3,10,0.3
2016,"Crosby",39,101,0,26,53,579,9,1256,20,6274,51,51,10,67,0.149
2016,"Culberson",11,35,NA,NA,2,329,14,486,21,2306,6,6,1,17,0.059
2016,"Dallam",16,62,0,10,29,538,8,662,9,6993,11,11,1,20,0.05
2016,"Dallas",4535,15474,215,1551,4626,130704,5,257288,10,2587530,2072,2095,1049,6704,0.156
2016,"Dawson",72,194,3,17,56,1476,11,2052,15,13666,46,46,9,98,0.092
2016,"Deaf Smith",74,213,8,26,73,872,5,2208,12,18578,37,37,6,57,0.105
2016,"Delta",16,62,NA,NA,13,525,10,1240,23,5323,10,10,3,23,0.13
2016,"Denton",806,3655,60,210,687,32484,4,74061,9,795196,307,308,125,1084,0.115
2016,"DeWitt",72,260,6,34,97,1609,8,4173,20,21030,23,23,12,81,0.148
2016,"Dickens",9,28,0,2,4,278,12,530,24,2234,9,9,2,15,0.133
2016,"Dimmit",60,181,2,8,66,1327,12,1697,15,10955,13,13,7,38,0.184
2016,"Donley",16,36,0,4,9,189,5,841,24,3509,16,16,6,20,0.3
2016,"Duval",41,152,5,7,46,1601,14,2169,18,11836,14,14,8,69,0.116
2016,"Eastland",52,285,4,20,48,2280,12,4039,22,18379,99,99,22,147,0.15
2016,"Ector",383,1929,27,121,425,10711,7,16290,10,163571,305,306,90,558,0.161
2016,"Edwards",2,7,0,1,6,270,13,542,27,2002,1,1,0,4,0
2016,"El Paso",2015,5939,104,140,630,59660,7,101400,12,847036,1111,1123,398,2936,0.136
2016,"Ellis",398,1118,8,39,132,9570,6,20708,12,166103,92,92,33,323,0.102
2016,"Erath",114,292,2,13,40,2293,6,5690,14,39847,33,34,10,107,0.093
2016,"Falls",45,198,0,14,28,1951,11,3086,18,17092,41,41,9,90,0.1
2016,"Fannin",135,285,17,29,76,2626,8,6729,20,34293,73,73,18,142,0.127
2016,"Fayette",48,138,3,29,62,1722,7,6066,24,25383,13,13,13,77,0.169
2016,"Fisher",3,38,0,2,3,266,7,970,24,3969,9,9,2,22,0.091
2016,"Floyd",18,57,1,5,18,301,5,1202,20,5980,51,55,11,56,0.196
2016,"Foard",1,18,0,2,2,93,7,356,28,1265,13,13,4,17,0.235
2016,"Fort Bend",745,3076,15,90,285,27220,4,74362,10,727754,244,246,124,933,0.133
2016,"Franklin",51,78,10,14,33,845,8,2127,20,10763,30,30,7,41,0.171
2016,"Freestone",23,178,4,10,22,1928,10,3706,19,19863,35,35,13,79,0.165
2016,"Frio",79,266,4,31,120,1697,9,2457,13,18850,22,22,12,67,0.179
2016,"Gaines",28,150,0,9,24,1097,5,2006,10,20194,6,6,4,25,0.16
2016,"Galveston",681,2775,47,88,465,23129,7,43929,13,328728,512,517,167,1088,0.153
2016,"Garza",7,36,0,2,17,580,9,749,11,6659,47,50,13,58,0.224
2016,"Gillespie",34,133,11,8,39,1075,4,7243,28,25547,27,27,17,80,0.213
2016,"Glasscock",NA,1,NA,NA,NA,13,1,257,20,1306,NA,NA,0,1,0
2016,"Goliad",17,89,0,2,10,517,7,1781,24,7521,10,10,4,21,0.19
2016,"Gonzales",46,201,2,15,58,1711,8,3522,17,20796,13,14,9,72,0.125
2016,"Gray",76,235,3,20,61,2346,10,3664,16,23434,41,41,22,104,0.212
2016,"Grayson",589,1226,40,197,406,11155,9,22364,18,127493,289,292,72,627,0.115
2016,"Gregg",532,1267,23,112,429,8727,7,18301,15,124421,142,143,65,493,0.132
2016,"Grimes",63,277,3,16,43,1615,6,4739,17,27998,33,33,14,72,0.194
2016,"Guadalupe",357,1335,19,65,264,9693,6,20635,13,153319,94,94,67,387,0.173
2016,"Hale",140,365,13,27,123,1823,5,4549,13,34444,85,87,24,146,0.164
2016,"Hall",6,34,1,0,9,252,8,802,24,3303,8,8,1,18,0.056
2016,"Hamilton",19,96,0,9,24,939,11,2057,25,8305,6,6,4,31,0.129
2016,"Hansford",11,12,NA,NA,17,301,5,889,16,5723,9,9,1,10,0.1
2016,"Hardeman",12,49,1,0,5,544,14,770,20,3942,19,19,8,32,0.25
2016,"Hardin",142,566,4,14,63,4481,8,9088,16,55906,88,90,35,213,0.164
2016,"Harris",5812,32029,618,1568,5938,224803,5,440314,10,4616802,5615,5684,1706,11462,0.149
2016,"Harrison",144,696,28,62,180,3723,6,10612,16,67300,68,69,26,242,0.107
2016,"Hartley",3,18,5,0,5,321,5,877,15,6040,4,5,3,7,0.429
2016,"Haskell",8,50,4,1,10,745,12,1319,22,6020,23,23,6,39,0.154
2016,"Hays",321,1176,31,106,321,9241,5,22422,11,199621,109,109,63,383,0.164
2016,"Hemphill",3,30,3,0,15,354,8,589,14,4246,2,2,1,4,0.25
2016,"Henderson",424,867,36,139,419,6269,8,17361,22,80279,316,320,76,469,0.162
2016,"Hidalgo",1361,8176,213,145,961,52338,6,89375,11,831924,694,697,313,2159,0.145
2016,"Hill",93,337,0,42,133,2926,8,7303,21,35526,63,65,36,183,0.197
2016,"Hockley",54,230,7,22,65,1873,8,3425,14,23905,91,94,26,126,0.206
2016,"Hood",264,548,15,55,177,2672,5,13544,24,55618,70,71,34,229,0.148
2016,"Hopkins",109,346,6,38,113,3118,9,6725,18,36353,88,91,32,179,0.179
2016,"Houston",107,232,4,54,119,1661,7,4734,21,23026,79,79,10,110,0.091
2016,"Howard",163,439,7,58,147,3871,10,4786,12,38504,95,95,30,185,0.162
2016,"Hudspeth",9,22,NA,NA,NA,501,15,657,19,3406,8,8,0,25,0
2016,"Hunt",283,785,26,129,311,7630,8,14712,16,91327,174,176,70,449,0.156
2016,"Hutchinson",95,261,3,9,60,2157,10,3437,16,21682,53,53,14,77,0.182
2016,"Irion",NA,12,NA,NA,NA,78,5,367,24,1531,3,3,1,3,0.333
2016,"Jack",52,78,2,12,32,841,9,1458,16,8905,31,31,5,39,0.128
2016,"Jackson",54,107,9,7,29,1428,9,2658,18,15151,9,9,5,30,0.167
2016,"Jasper",138,445,9,80,133,3003,8,6828,19,35696,121,127,35,210,0.167
2016,"Jeff Davis",7,15,NA,NA,NA,144,7,689,32,2183,2,2,2,8,0.25
2016,"Jefferson",546,2681,18,181,448,18845,7,35205,14,255994,617,629,211,1261,0.167
2016,"Jim Hogg",14,46,0,3,10,527,10,879,17,5170,8,8,4,21,0.19
2016,"Jim Wells",125,581,19,36,134,3008,7,6326,15,42090,77,78,32,193,0.166
2016,"Johnson",654,1397,37,121,467,8576,5,22831,14,163278,126,126,62,504,0.123
2016,"Jones",47,199,2,12,29,2765,14,2991,15,19862,41,41,11,87,0.126
2016,"Karnes",31,184,2,12,69,1066,7,2280,15,15097,20,20,10,42,0.238
2016,"Kaufman",246,826,23,47,153,7959,7,14830,13,115860,139,140,45,346,0.13
2016,"Kendall",30,222,1,6,27,2342,6,8058,20,40398,36,36,10,78,0.128
2016,"Kenedy",NA,10,NA,NA,NA,32,7,93,21,451,NA,NA,NA,NA,NA
2016,"Kent",NA,3,NA,NA,NA,103,13,238,30,786,1,1,1,1,1
2016,"Kerr",197,402,22,51,174,4282,8,13485,26,51140,94,95,51,292,0.175
2016,"Kimble",9,57,0,1,12,371,8,1237,28,4440,32,36,10,29,0.345
2016,"King",NA,NA,NA,NA,NA,17,6,56,19,298,NA,NA,NA,NA,NA
2016,"Kinney",10,30,NA,NA,NA,376,11,863,25,3477,NA,NA,1,4,0.25
2016,"Kleberg",70,293,9,20,97,2320,7,4186,13,31129,34,34,18,120,0.15
2016,"Knox",6,34,NA,NA,2,340,9,831,22,3838,8,8,2,30,0.067
2016,"La Salle",19,104,0,6,15,765,10,1232,16,7695,7,7,9,28,0.321
2016,"Lamar",199,662,7,62,170,4022,8,9643,19,50006,93,94,29,208,0.139
2016,"Lamb",68,141,1,17,48,1054,8,2340,18,13239,124,125,23,124,0.185
2016,"Lampasas",69,233,5,8,47,1980,10,3945,19,20436,31,31,15,94,0.16
2016,"Lavaca",21,135,4,11,31,1280,6,4373,22,19978,6,6,10,50,0.2
2016,"Lee",40,185,3,20,59,961,6,3114,18,17201,10,10,4,58,0.069
2016,"Leon",35,198,0,4,28,1499,9,4050,23,17322,24,24,11,86,0.128
2016,"Liberty",293,903,20,93,275,7670,9,11181,14,81282,225,226,62,355,0.175
2016,"Limestone",48,215,0,16,39,1924,8,4307,18,23506,56,57,19,121,0.157
2016,"Lipscomb",4,9,0,1,1,235,7,614,18,3496,NA,NA,0,4,0
2016,"Live Oak",24,106,1,6,30,1117,9,2460,21,11812,26,26,7,51,0.137
2016,"Llano",68,216,0,44,91,2020,10,6533,34,19372,32,32,8,96,0.083
2016,"Loving",NA,NA,NA,NA,NA,11,13,23,26,88,NA,NA,NA,NA,NA
2016,"Lubbock",1033,2867,124,366,1160,22409,7,37301,12,299742,1187,1231,465,2113,0.22
2016,"Lynn",4,62,0,7,18,639,11,971,17,5689,31,32,9,45,0.2
2016,"Madison",29,135,0,2,11,1257,9,2178,15,14139,7,7,6,51,0.118
2016,"Marion",53,135,5,19,36,981,9,2574,25,10433,20,20,4,68,0.059
2016,"Martin",14,40,6,2,8,200,4,794,14,5494,9,9,0,13,0
2016,"Mason",5,40,NA,NA,2,233,6,1141,29,3919,11,12,3,16,0.188
2016,"Matagorda",67,400,8,22,59,3000,8,5999,16,36991,78,78,17,145,0.117
2016,"Maverick",34,321,3,5,24,4682,8,7078,12,57684,54,54,15,140,0.107
2016,"McCulloch",37,124,8,7,31,749,9,1953,23,8486,42,45,8,61,0.131
2016,"McLennan",835,2607,57,261,885,16564,7,33978,14,245791,277,280,141,1070,0.132
2016,"McMullen",2,12,NA,NA,NA,75,10,238,32,754,3,3,0,4,0
2016,"Medina",107,486,17,40,156,3868,8,7829,16,48680,65,66,20,184,0.109
2016,"Menard",3,21,0,4,6,185,8,683,31,2200,9,10,2,10,0.2
2016,"Midland",279,1239,13,92,216,8071,5,16246,10,163923,171,175,70,397,0.176
2016,"Milam",107,251,9,43,154,2196,9,5003,20,24642,18,18,19,129,0.147
2016,"Mills",13,50,0,3,15,526,11,1290,26,4874,3,3,3,17,0.176
2016,"Mitchell",27,139,1,7,14,667,7,1521,16,9678,14,14,9,43,0.209
2016,"Montague",143,200,9,39,103,1778,9,4299,22,19392,105,105,27,172,0.157
2016,"Montgomery",605,3789,27,173,559,27221,5,69225,13,545011,732,737,205,1311,0.156
2016,"Moore",94,211,0,21,43,968,4,2323,11,21713,24,24,7,59,0.119
2016,"Morris",55,120,0,18,33,1141,9,2754,22,12649,26,26,13,91,0.143
2016,"Motley",NA,14,0,1,3,87,7,371,31,1186,6,6,6,20,0.3
2016,"Nacogdoches",147,590,11,60,179,6124,10,9263,15,63583,184,193,41,231,0.177
2016,"Navarro",91,502,13,32,85,4057,8,8191,17,47930,88,88,30,217,0.138
2016,"Newton",28,115,0,23,43,1574,11,2658,19,13982,41,42,8,72,0.111
2016,"Nolan",85,281,5,9,50,1473,10,2744,18,15430,63,66,29,143,0.203
2016,"None Specified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Nueces",1125,4092,154,220,813,25545,7,48889,13,365409,703,704,283,1772,0.16
2016,"Ochiltree",19,51,0,7,16,527,5,1169,11,10849,9,9,4,26,0.154
2016,"Oldham",2,10,0,1,1,97,5,380,18,2152,4,4,2,2,1
2016,"Orange",283,1003,13,108,293,7332,9,13975,17,84466,91,92,65,456,0.143
2016,"Out of State",4,23,0,1,NA,NA,NA,NA,NA,NA,29,29,3,57,0.053
2016,"Palo Pinto",254,356,32,53,229,2560,9,5327,19,27978,53,53,20,172,0.116
2016,"Panola",88,221,13,27,69,1823,7,4332,18,24321,47,48,8,84,0.095
2016,"Parker",440,1038,42,78,321,7952,6,20198,16,127694,112,114,65,386,0.168
2016,"Parmer",16,40,0,7,13,639,7,1295,14,9590,16,16,5,23,0.217
2016,"Pecos",38,133,4,3,17,892,5,2118,13,16219,28,28,11,59,0.186
2016,"Polk",129,721,6,46,91,5492,12,9133,19,47485,124,124,52,312,0.167
2016,"Potter",591,1536,12,128,423,7882,6,15594,13,122365,485,495,133,785,0.169
2016,"Presidio",11,35,NA,NA,2,502,8,1413,22,6552,14,14,3,28,0.107
2016,"Rains",38,111,0,15,33,909,8,2649,24,11187,29,30,9,60,0.15
2016,"Randall",279,781,9,77,265,7040,5,18776,14,130159,236,240,84,413,0.203
2016,"Reagan",3,35,0,2,4,132,3,501,13,3831,2,2,1,7,0.143
2016,"Real",10,31,0,4,19,273,8,1062,32,3370,10,10,0,18,0
2016,"Red River",48,142,4,20,48,1097,9,3015,24,12741,27,27,7,55,0.127
2016,"Reeves",34,108,2,9,29,743,5,1911,13,14869,28,28,4,56,0.071
2016,"Refugio",20,83,2,3,6,777,10,1705,23,7505,9,9,6,31,0.194
2016,"Roberts",NA,8,NA,NA,NA,62,6,204,21,964,1,1,0,2,0
2016,"Robertson",37,192,3,7,17,1296,8,3166,19,16744,43,43,20,83,0.241
2016,"Rockwall",126,373,2,19,50,4012,4,11185,12,92123,23,24,15,125,0.12
2016,"Runnels",24,82,1,4,31,618,6,2338,22,10774,47,48,9,77,0.117
2016,"Rusk",214,546,24,55,193,4119,8,8490,16,52986,125,128,22,182,0.121
2016,"Sabine",45,121,4,3,16,1302,13,3028,29,10283,28,28,4,74,0.054
2016,"San Augustine",19,75,0,4,11,1074,13,2255,26,8584,38,38,10,82,0.122
2016,"San Jacinto",80,291,3,25,61,3220,12,5755,21,27842,95,96,20,208,0.096
2016,"San Patricio",237,892,17,49,155,4670,7,10332,15,68542,121,122,52,324,0.16
2016,"San Saba",25,58,2,16,45,424,7,1347,23,5925,11,11,4,25,0.16
2016,"Schleicher",8,22,2,3,12,150,5,588,18,3292,14,16,4,12,0.333
2016,"Scurry",61,212,7,14,47,1293,7,2594,15,17743,35,37,12,89,0.135
2016,"Shackelford",20,48,0,3,11,303,9,655,19,3375,9,9,3,17,0.176
2016,"Shelby",83,294,7,23,88,2446,10,4364,17,25582,90,93,16,127,0.126
2016,"Sherman",7,5,1,5,7,242,8,506,16,3143,NA,NA,0,1,0
2016,"Smith",647,1803,33,137,562,15106,7,35603,16,225242,544,552,161,963,0.167
2016,"Somervell",32,39,0,13,22,367,4,1725,19,8917,13,13,4,23,0.174
2016,"Starr",74,448,14,1,59,5746,9,7545,12,63426,54,54,13,164,0.079
2016,"Stephens",26,121,5,2,14,978,10,1874,20,9582,34,34,12,73,0.164
2016,"Sterling",5,9,0,4,4,128,11,269,22,1209,3,3,2,5,0.4
2016,"Stonewall",NA,7,NA,NA,NA,80,5,443,29,1506,2,3,4,9,0.444
2016,"Sutton",17,38,1,8,10,160,4,792,19,4255,13,13,7,17,0.412
2016,"Swisher",26,67,0,7,21,655,9,1415,19,7541,24,24,1,42,0.024
2016,"Tarrant",5162,15666,102,607,1958,110605,6,217220,11,2006888,1499,1516,814,5126,0.159
2016,"Taylor",713,1994,75,184,615,10803,8,19426,14,136337,670,678,260,1190,0.218
