"yfips","year","fips","state","county_name","total_pop","total_pop_15to64","female_pop_15to64","male_pop_15to64","aapi_pop_15to64","black_pop_15to64","latinx_pop_15to64","native_pop_15to64","white_pop_15to64","urbanicity","region","division","commuting_zone","metro_area","land_area","total_jail_pop","female_jail_pop","male_jail_pop","female_adult_jail_pop","female_juvenile_jail_pop","male_adult_jail_pop","male_juvenile_jail_pop","aapi_jail_pop","black_jail_pop","latinx_jail_pop","native_jail_pop","white_jail_pop","other_race_jail_pop","total_jail_pretrial","total_jail_from_prison","total_jail_from_other_jail","total_jail_from_fed","total_jail_from_bia","total_jail_from_bop","total_jail_from_ice","total_jail_from_marshals","total_jail_from_other_fed","jail_rated_capacity","private_jail_flag","regional_jail_flag","total_jail_adm","total_jail_dis","total_jail_pop_dcrp","female_jail_pop_dcrp","male_jail_pop_dcrp","total_jail_adm_dcrp","female_jail_adm_dcrp","male_jail_adm_dcrp","total_prison_pop","female_prison_pop","male_prison_pop","aapi_prison_pop","black_prison_pop","latinx_prison_pop","native_prison_pop","other_race_prison_pop","white_prison_pop","aapi_female_prison_pop","aapi_male_prison_pop","black_female_prison_pop","black_male_prison_pop","latinx_female_prison_pop","latinx_male_prison_pop","native_female_prison_pop","native_male_prison_pop","other_race_female_prison_pop","other_race_male_prison_pop","white_female_prison_pop","white_male_prison_pop","total_prison_adm","female_prison_adm","male_prison_adm","aapi_prison_adm","black_prison_adm","latinx_prison_adm","native_prison_adm","other_race_prison_adm","white_prison_adm","aapi_female_prison_adm","aapi_male_prison_adm","black_female_prison_adm","black_male_prison_adm","latinx_female_prison_adm","latinx_male_prison_adm","native_female_prison_adm","native_male_prison_adm","other_race_female_prison_adm","other_race_male_prison_adm","white_female_prison_adm","white_male_prison_adm","total_jail_pop_rate","female_jail_pop_rate","male_jail_pop_rate","aapi_jail_pop_rate","black_jail_pop_rate","latinx_jail_pop_rate","native_jail_pop_rate","white_jail_pop_rate","total_jail_adm_rate","total_jail_pretrial_rate","total_prison_pop_rate","female_prison_pop_rate","male_prison_pop_rate","aapi_prison_pop_rate","black_prison_pop_rate","latinx_prison_pop_rate","native_prison_pop_rate","white_prison_pop_rate","total_prison_adm_rate","female_prison_adm_rate","male_prison_adm_rate","aapi_prison_adm_rate","black_prison_adm_rate","latinx_prison_adm_rate","native_prison_adm_rate","white_prison_adm_rate"
201848215,2018,48215,"TX","Hidalgo County",865939,535205,273033,262172,6089,2673,501225,345,24873,"small/mid","South","West South Central",291,32580,1570.9,1055,112,943,92,20,908,35,0,5,1030,0,20,0,936,0,0,0,0,0,0,0,0,1232,0,0,19853,21498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.12,41.02,359.69,0,187.06,205.5,0,80.41,3709.42,174.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848217,2018,48217,"TX","Hill County",36354,21842,10919,10923,159,1574,4940,105,15064,"rural","South","West South Central",283,NA,958.87,139,17,115,17,0,114,1,0,40,17,0,81,0,100,10,6,7,0,0,7,0,0,203,0,0,2808,2288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636.39,155.69,1052.82,0,2541.3,344.13,0,537.71,12855.97,457.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848219,2018,48219,"TX","Hockley County",22980,14731,7296,7435,96,618,7272,56,6689,"rural","South","West South Central",270,30220,908.39,75,8,52,8,0,51,1,0,9,48,0,17,0,58,0,0,1,0,0,1,0,0,64,0,0,312,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509.13,109.65,699.39,0,1456.31,660.07,0,254.15,2117.98,393.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848221,2018,48221,"TX","Hood County",60537,34951,17783,17168,396,433,4878,241,29003,"suburban","South","West South Central",102,19100,420.68,142,0,140,0,0,140,0,0.88,3,7,11.35,130,0,98,0,0,3,0,0,3,0,0,192,0,0,1092,780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406.28,0,815.47,222.22,692.84,143.5,4709.54,448.23,3124.37,280.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848223,2018,48223,"TX","Hopkins County",36810,22652,11381,11271,182,1704,4118,124,16524,"rural","South","West South Central",286,44860,767.19,94,11,66,11,0,66,0,0,21,5,0,74,0,83,17,0,5,0,0,0,0,5,100,0,0,520,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414.97,96.65,585.57,0,1232.39,121.42,0,447.83,2295.6,366.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848225,2018,48225,"TX","Houston County",23169,14210,6183,8027,135,4023,1789,47,8216,"rural","South","West South Central",475,NA,1231.01,92,7,54,7,0,54,0,0,7,3.87,0,111,0,76,0,22,4,0,0,4,0,0,144,0,0,1300,832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,647.43,113.21,672.73,0,174,216.32,0,1351.02,9148.49,534.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848227,2018,48227,"TX","Howard County",36459,25232,9828,15404,284,1849,11090,191,11818,"rural","South","West South Central",333,13700,900.79,58,8,49,8,0,49,0,0,6.32,22.11,0,31.58,0,57,3,0,0,0,0,0,0,0,86,0,0,1300,1404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229.87,81.4,318.1,0,341.81,199.37,0,267.22,5152.19,225.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848229,2018,48229,"TX","Hudspeth County",4795,3199,1460,1739,42,113,2537,18,489,"small/mid","South","West South Central",288,21340,4570.52,107,10,92,10,0,92,0,1.92,4,44,0,54,0,102,102,0,0,0,0,0,0,0,118,0,0,1092,572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3344.8,684.93,5290.4,4571.43,3539.82,1734.33,0,11042.94,34135.67,3188.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848231,2018,48231,"TX","Hunt County",96493,62140,31303,30837,1287,5374,10558,540,44381,"suburban","South","West South Central",42,19100,840.34,347,61,310,61,0,310,0,2,97,57,0,215,0,215,0,0,73,0,0,0,73,0,388,0,0,3692,4004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,558.42,194.87,1005.29,155.4,1804.99,539.87,0,484.44,5941.42,345.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848233,2018,48233,"TX","Hutchinson County",21198,13218,6469,6749,95,407,3278,216,9222,"rural","South","West South Central",7,14420,887.42,60,10,39,10,0,39,0,0,4,6,0,44,0,49,4,1,2,0,0,2,0,0,70,0,0,1456,2236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453.93,154.58,577.86,0,982.8,183.04,0,477.12,11015.28,370.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848235,2018,48235,"TX","Irion County",1522,922,433,489,4,16,249,8,645,"small/mid","South","West South Central",193,41660,1051.54,5.51,1.25,4.06,1.25,0,4.06,0,0.01,0.53,2.62,0,2.14,0,3.89,0,0.05,0.17,0,0,0,0.17,0,5.38,0,1,85.41,84.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,597.61,288.68,830.27,250,3312.5,1052.21,0,331.78,9263.56,421.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848237,2018,48237,"TX","Jack County",8843,5746,2307,3439,39,328,1011,27,4341,"rural","South","West South Central",608,NA,910.66,15,6,17,6,0,17,0,0,2,1,19.86,20,0,17,3,2,1,0,0,1,0,0,96,0,0,312,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261.05,260.08,494.33,0,609.76,98.91,73555.56,460.72,5429.86,295.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848239,2018,48239,"TX","Jackson County",14874,9039,4416,4623,109,540,3182,43,5165,"rural","South","West South Central",149,NA,829.44,60,9,54,9,0,54,0,0,16,22,0,25,0,43,47,0,6,0,0,6,0,0,77,0,0,836,841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663.79,203.8,1168.07,0,2962.96,691.39,0,484.03,9248.81,475.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848241,2018,48241,"TX","Jasper County",35872,21710,10789,10921,147,3668,1550,120,16225,"rural","South","West South Central",118,NA,938.65,94,4,42,4,0,42,0,0,49,1,0,43,0,88,1,0,11,0,0,0,0,11,144,0,0,1612,1612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432.98,37.07,384.58,0,1335.88,64.52,0,265.02,7425.15,405.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848243,2018,48243,"TX","Jeff Davis County",2252,1376,667,709,19,19,529,7,802,"rural","South","West South Central",481,NA,2264.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848245,2018,48245,"TX","Jefferson County",255001,166650,78483,88167,7352,56968,35869,637,65824,"small/mid","South","West South Central",118,13140,876.37,945,144,930,143,1,921,9,2,561,184,0,327,0,663,173,32,278,0,61,9,208,0,1683,1,0,16494,16244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567.06,183.48,1054.82,27.2,984.76,512.98,0,496.78,9897.39,397.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848247,2018,48247,"TX","Jim Hogg County",5248,2991,1393,1598,15,25,2783,9,159,"rural","South","West South Central",538,NA,1136.17,11,0,13,0,0,13,0,0,0,13,0,1.18,0,6,6,2,0,0,0,0,0,0,18,0,0,728,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367.77,0,813.52,0,0,467.12,0,742.14,24339.69,200.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848249,2018,48249,"TX","Jim Wells County",40822,25013,12539,12474,115,241,20180,76,4401,"rural","South","West South Central",99,10860,865.17,61,6,53,6,0,53,0,0,2.26,54,0,7,0,55,15,43,3,0,0,2,1,0,90,0,0,1300,1040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243.87,47.85,424.88,0,937.76,267.59,0,159.05,5197.3,219.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848251,2018,48251,"TX","Johnson County",171361,110261,54750,55511,1672,4339,24523,660,79067,"suburban","South","West South Central",102,19100,724.8,805,94,685,94,0,682,3,37,50,327,0,354,0,623,33,18,315,0,0,268,47,0,1105,0,0,8489,8395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,730.09,171.69,1233.99,2212.92,1152.34,1333.44,0,447.72,7699.01,565.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848253,2018,48253,"TX","Jones County",19817,13933,4402,9531,86,2209,4119,54,7465,"small/mid","South","West South Central",86,10180,928.55,35,5,29,5,0,29,0,0,6,8,0,13,0,22,1,0,0,0,0,0,0,0,96,0,0,988,936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251.2,113.58,304.27,0,271.62,194.22,0,174.15,7091.08,157.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848255,2018,48255,"TX","Karnes County",15650,10658,3874,6784,48,1228,5895,25,3462,"rural","South","West South Central",226,NA,747.5,10,2,10,2,0,10,0,0,0.6,8,0,4,0,NA,0,0,0,0,0,0,0,0,12,0,0,572,468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.83,51.63,147.41,0,48.86,135.71,0,115.54,5366.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848257,2018,48257,"TX","Kaufman County",128622,83662,42238,41424,1284,10637,18551,489,52701,"suburban","South","West South Central",42,19100,780.68,422,74,359,74,0,359,0,3,117,64,0,249,0,364,21,0,100,0,0,0,100,0,535,0,0,4768,4769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,504.41,175.2,866.65,233.64,1099.93,344.99,0,472.48,5699.12,435.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848259,2018,48259,"TX","Kendall County",45641,28504,14387,14117,408,415,7451,124,20106,"suburban","South","West South Central",69,41700,662.45,55,7,39,7,0,37,2,0,2,22,0,22,0,39,1,3,4,0,0,4,0,0,60,0,0,1612,1590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192.96,48.66,276.26,0,481.93,295.26,0,109.42,5655.35,136.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848261,2018,48261,"TX","Kenedy County",442,280,139,141,2,5,207,4,62,"rural","South","West South Central",99,28780,1458.45,1.23,0.29,1.14,0.29,0,1.14,0,0,0.05,0.98,0,0.4,0,0.99,0,0,0,0,0,0,0,0,2.12,0,1,31.17,30.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.29,208.63,808.51,0,1000,473.43,0,645.16,11132.14,353.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848263,2018,48263,"TX","Kent County",726,401,185,216,0,7,84,4,306,"rural","South","West South Central",644,NA,902.51,5.33,0.3,0.98,0.3,0,0.98,0,0,0.75,1.73,0,1.28,0,3.75,0,2.25,0.15,0,0.08,0.08,0,0,7.2,0,1,27.31,23.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1329.18,162.16,453.7,NA,10714.29,2059.52,0,418.3,6810.47,935.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848265,2018,48265,"TX","Kerr County",52405,29604,15260,14344,376,597,9338,169,19124,"rural","South","West South Central",569,28500,1103.33,135,58,205,58,0,205,0,0,12,82,0,169,0,204,255,0,8,0,0,8,0,0,328,0,0,2872,2734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456.02,380.08,1429.17,0,2010.05,878.13,0,883.71,9701.39,689.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848267,2018,48267,"TX","Kimble County",4362,2466,1249,1217,33,20,681,15,1717,"rural","South","West South Central",569,NA,1250.98,11,0,10,0,0,10,0,0,1.56,5,0,9,0,14,2,0,2,0,0,2,0,0,18,0,0,260,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446.07,0,821.69,0,7800,734.21,0,524.17,10543.39,567.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848269,2018,48269,"TX","King County",277,165,80,85,1,3,35,1,125,"rural","South","West South Central",299,NA,910.87,43.98,0.11,26.39,0.11,0,26.39,0,0,5.09,14.73,0.22,6.46,0,25.12,0.11,12.72,12.93,0,2.01,0,10.92,0,52.67,1,1,380.23,1223.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26654.55,137.5,31047.06,0,169666.67,42085.71,22000,5168,230442.42,15224.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848271,2018,48271,"TX","Kinney County",3767,2288,963,1325,9,34,1564,18,663,"rural","South","West South Central",392,NA,1360.06,28,0,22,0,0,22,0,0,0,28,0,1.27,0,28,0,0,20,0,0,0,20,0,28,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1223.78,0,1660.38,0,0,1790.28,0,191.55,NA,1223.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848273,2018,48273,"TX","Kleberg County",31129,20890,9958,10932,599,819,15349,46,4077,"rural","South","West South Central",99,28780,881.31,91.77,21.71,84.86,21.71,0,84.86,0,0,3.95,73.02,0,29.6,0,74.01,0,0,0,0,0,0,0,0,157.88,0,1,2325.83,2295.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439.3,218.02,776.25,0,482.3,475.73,0,726.02,11133.7,354.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848275,2018,48275,"TX","Knox County",3653,2116,1019,1097,9,127,747,20,1213,"rural","South","West South Central",490,NA,850.62,8,0,6,0,0,6,0,0,0.6,3,0,3,0,4,0,0,0,0,0,0,0,0,14,0,0,260,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,378.07,0,546.95,0,472.44,401.61,0,247.32,12287.33,189.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848277,2018,48277,"TX","Lamar County",49728,30365,15616,14749,291,4399,2429,498,22748,"rural","South","West South Central",386,37580,907.18,152,19,107,19,0,107,0,0,35,2,1,88,0,82,0,0,0,0,0,0,0,0,196,0,0,2652,2236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500.58,121.67,725.47,0,795.64,82.34,200.8,386.85,8733.74,270.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848279,2018,48279,"TX","Lamb County",13158,7884,3905,3979,24,298,4558,40,2964,"rural","South","West South Central",405,NA,1016.18,43,9,21,9,0,21,0,1.07,4,23,0,19,0,39,41,0,1,0,0,1,0,0,54,0,0,728,624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,545.41,230.47,527.77,4458.33,1342.28,504.61,0,641.03,9233.89,494.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848281,2018,48281,"TX","Lampasas County",21229,13252,6582,6670,229,586,2739,102,9596,"small/mid","South","West South Central",35,28660,712.84,27,1,31,1,0,31,0,0,2,12,0.81,15,0,26,2,0,1,0,0,1,0,0,37,0,0,1196,1092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.74,15.19,464.77,0,341.3,438.12,794.12,156.32,9025.05,196.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201848283,2018,48283,"TX","La Salle County",7531,5267,1955,3312,11,31,4730,23,472,"rural","South","West South Central",557,NA,1486.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
