Fiscal Year,County,Region,Confirmed Victims,Victims
2021,Armstrong,1-Lubbock,Not Confirmed,18
2021,Armstrong,1-Lubbock,Confirmed Victim,5
2021,Bailey,1-Lubbock,Not Confirmed,48
2021,Bailey,1-Lubbock,Confirmed Victim,16
2021,Briscoe,1-Lubbock,Not Confirmed,8
2021,Briscoe,1-Lubbock,Confirmed Victim,1
2021,Carson,1-Lubbock,Not Confirmed,42
2021,Carson,1-Lubbock,Confirmed Victim,15
2021,Castro,1-Lubbock,Not Confirmed,55
2021,Castro,1-Lubbock,Confirmed Victim,17
2021,Childress,1-Lubbock,Not Confirmed,62
2021,Childress,1-Lubbock,Confirmed Victim,23
2021,Cochran,1-Lubbock,Not Confirmed,39
2021,Cochran,1-Lubbock,Confirmed Victim,13
2021,Collingsworth,1-Lubbock,Not Confirmed,33
2021,Collingsworth,1-Lubbock,Confirmed Victim,5
2021,Crosby,1-Lubbock,Not Confirmed,62
2021,Crosby,1-Lubbock,Confirmed Victim,10
2021,Dallam,1-Lubbock,Not Confirmed,82
2021,Dallam,1-Lubbock,Confirmed Victim,57
2021,Deaf Smith,1-Lubbock,Not Confirmed,191
2021,Deaf Smith,1-Lubbock,Confirmed Victim,73
2021,Dickens,1-Lubbock,Not Confirmed,10
2021,Dickens,1-Lubbock,Confirmed Victim,7
2021,Donley,1-Lubbock,Not Confirmed,18
2021,Donley,1-Lubbock,Confirmed Victim,15
2021,Floyd,1-Lubbock,Not Confirmed,44
2021,Floyd,1-Lubbock,Confirmed Victim,24
2021,Garza,1-Lubbock,Not Confirmed,55
2021,Garza,1-Lubbock,Confirmed Victim,14
2021,Gray,1-Lubbock,Not Confirmed,243
2021,Gray,1-Lubbock,Confirmed Victim,101
2021,Hale,1-Lubbock,Not Confirmed,269
2021,Hale,1-Lubbock,Confirmed Victim,174
2021,Hall,1-Lubbock,Not Confirmed,33
2021,Hall,1-Lubbock,Confirmed Victim,9
2021,Hansford,1-Lubbock,Not Confirmed,23
2021,Hansford,1-Lubbock,Confirmed Victim,7
2021,Hartley,1-Lubbock,Not Confirmed,17
2021,Hartley,1-Lubbock,Confirmed Victim,19
2021,Hemphill,1-Lubbock,Not Confirmed,13
2021,Hemphill,1-Lubbock,Confirmed Victim,5
2021,Hockley,1-Lubbock,Not Confirmed,228
2021,Hockley,1-Lubbock,Confirmed Victim,96
2021,Hutchinson,1-Lubbock,Not Confirmed,288
2021,Hutchinson,1-Lubbock,Confirmed Victim,92
2021,Lamb,1-Lubbock,Not Confirmed,109
2021,Lamb,1-Lubbock,Confirmed Victim,31
2021,Lipscomb,1-Lubbock,Not Confirmed,14
2021,Lipscomb,1-Lubbock,Confirmed Victim,6
2021,Lubbock,1-Lubbock,Not Confirmed,2780
2021,Lubbock,1-Lubbock,Confirmed Victim,970
2021,Lynn,1-Lubbock,Not Confirmed,52
2021,Lynn,1-Lubbock,Confirmed Victim,19
2021,Moore,1-Lubbock,Not Confirmed,197
2021,Moore,1-Lubbock,Confirmed Victim,53
2021,Motley,1-Lubbock,Not Confirmed,7
2021,Ochiltree,1-Lubbock,Not Confirmed,79
2021,Ochiltree,1-Lubbock,Confirmed Victim,33
2021,Oldham,1-Lubbock,Not Confirmed,9
2021,Oldham,1-Lubbock,Confirmed Victim,2
2021,Parmer,1-Lubbock,Not Confirmed,47
2021,Parmer,1-Lubbock,Confirmed Victim,17
2021,Potter,1-Lubbock,Not Confirmed,1732
2021,Potter,1-Lubbock,Confirmed Victim,529
2021,Randall,1-Lubbock,Not Confirmed,1076
2021,Randall,1-Lubbock,Confirmed Victim,310
2021,Roberts,1-Lubbock,Not Confirmed,5
2021,Roberts,1-Lubbock,Confirmed Victim,1
2021,Sherman,1-Lubbock,Not Confirmed,14
2021,Sherman,1-Lubbock,Confirmed Victim,6
2021,Swisher,1-Lubbock,Not Confirmed,103
2021,Swisher,1-Lubbock,Confirmed Victim,40
2021,Terry,1-Lubbock,Not Confirmed,139
2021,Terry,1-Lubbock,Confirmed Victim,34
2021,Wheeler,1-Lubbock,Not Confirmed,34
2021,Wheeler,1-Lubbock,Confirmed Victim,10
2021,Yoakum,1-Lubbock,Not Confirmed,45
2021,Yoakum,1-Lubbock,Confirmed Victim,9
2021,Archer,2-Abilene,Not Confirmed,61
2021,Archer,2-Abilene,Confirmed Victim,18
2021,Baylor,2-Abilene,Not Confirmed,47
2021,Baylor,2-Abilene,Confirmed Victim,27
2021,Brown,2-Abilene,Not Confirmed,321
2021,Brown,2-Abilene,Confirmed Victim,241
2021,Callahan,2-Abilene,Not Confirmed,133
2021,Callahan,2-Abilene,Confirmed Victim,46
2021,Clay,2-Abilene,Not Confirmed,77
2021,Clay,2-Abilene,Confirmed Victim,32
2021,Coleman,2-Abilene,Not Confirmed,67
2021,Coleman,2-Abilene,Confirmed Victim,39
2021,Comanche,2-Abilene,Not Confirmed,147
2021,Comanche,2-Abilene,Confirmed Victim,44
2021,Cottle,2-Abilene,Not Confirmed,11
2021,Cottle,2-Abilene,Confirmed Victim,8
2021,Eastland,2-Abilene,Not Confirmed,173
2021,Eastland,2-Abilene,Confirmed Victim,105
2021,Fisher,2-Abilene,Not Confirmed,26
2021,Fisher,2-Abilene,Confirmed Victim,25
2021,Foard,2-Abilene,Not Confirmed,4
2021,Foard,2-Abilene,Confirmed Victim,3
2021,Hardeman,2-Abilene,Not Confirmed,40
2021,Hardeman,2-Abilene,Confirmed Victim,8
2021,Haskell,2-Abilene,Not Confirmed,40
2021,Haskell,2-Abilene,Confirmed Victim,25
2021,Jack,2-Abilene,Not Confirmed,88
2021,Jack,2-Abilene,Confirmed Victim,37
2021,Jones,2-Abilene,Not Confirmed,149
2021,Jones,2-Abilene,Confirmed Victim,65
2021,Kent,2-Abilene,Not Confirmed,4
2021,Knox,2-Abilene,Not Confirmed,32
2021,Knox,2-Abilene,Confirmed Victim,8
2021,Mitchell,2-Abilene,Not Confirmed,75
2021,Mitchell,2-Abilene,Confirmed Victim,54
2021,Montague,2-Abilene,Not Confirmed,175
2021,Montague,2-Abilene,Confirmed Victim,95
2021,Nolan,2-Abilene,Not Confirmed,241
2021,Nolan,2-Abilene,Confirmed Victim,104
2021,Runnels,2-Abilene,Not Confirmed,82
2021,Runnels,2-Abilene,Confirmed Victim,44
2021,Scurry,2-Abilene,Not Confirmed,194
2021,Scurry,2-Abilene,Confirmed Victim,85
2021,Shackelford,2-Abilene,Not Confirmed,26
2021,Shackelford,2-Abilene,Confirmed Victim,9
2021,Stephens,2-Abilene,Not Confirmed,86
2021,Stephens,2-Abilene,Confirmed Victim,36
2021,Stonewall,2-Abilene,Not Confirmed,7
2021,Stonewall,2-Abilene,Confirmed Victim,3
2021,Taylor,2-Abilene,Not Confirmed,1794
2021,Taylor,2-Abilene,Confirmed Victim,911
2021,Throckmorton,2-Abilene,Not Confirmed,13
2021,Throckmorton,2-Abilene,Confirmed Victim,3
2021,Wichita,2-Abilene,Not Confirmed,1457
2021,Wichita,2-Abilene,Confirmed Victim,565
2021,Wilbarger,2-Abilene,Not Confirmed,162
2021,Wilbarger,2-Abilene,Confirmed Victim,47
2021,Young,2-Abilene,Not Confirmed,203
2021,Young,2-Abilene,Confirmed Victim,65
2021,Collin,3-Arlington,Not Confirmed,4032
2021,Collin,3-Arlington,Confirmed Victim,1278
2021,Cooke,3-Arlington,Not Confirmed,378
2021,Cooke,3-Arlington,Confirmed Victim,148
2021,Dallas,3-Arlington,Not Confirmed,13934
2021,Dallas,3-Arlington,Confirmed Victim,6679
2021,Denton,3-Arlington,Not Confirmed,4338
2021,Denton,3-Arlington,Confirmed Victim,1480
2021,Ellis,3-Arlington,Not Confirmed,1227
2021,Ellis,3-Arlington,Confirmed Victim,278
2021,Erath,3-Arlington,Not Confirmed,321
2021,Erath,3-Arlington,Confirmed Victim,129
2021,Fannin,3-Arlington,Not Confirmed,290
2021,Fannin,3-Arlington,Confirmed Victim,84
2021,Grayson,3-Arlington,Not Confirmed,1225
2021,Grayson,3-Arlington,Confirmed Victim,356
2021,Hood,3-Arlington,Not Confirmed,525
2021,Hood,3-Arlington,Confirmed Victim,248
2021,Hunt,3-Arlington,Not Confirmed,831
2021,Hunt,3-Arlington,Confirmed Victim,356
2021,Johnson,3-Arlington,Not Confirmed,1386
2021,Johnson,3-Arlington,Confirmed Victim,514
2021,Kaufman,3-Arlington,Not Confirmed,1222
2021,Kaufman,3-Arlington,Confirmed Victim,446
2021,Navarro,3-Arlington,Not Confirmed,456
2021,Navarro,3-Arlington,Confirmed Victim,155
2021,Palo Pinto,3-Arlington,Not Confirmed,309
2021,Palo Pinto,3-Arlington,Confirmed Victim,151
2021,Parker,3-Arlington,Not Confirmed,1086
2021,Parker,3-Arlington,Confirmed Victim,431
2021,Rockwall,3-Arlington,Not Confirmed,512
2021,Rockwall,3-Arlington,Confirmed Victim,257
2021,Somervell,3-Arlington,Not Confirmed,98
2021,Somervell,3-Arlington,Confirmed Victim,24
2021,Tarrant,3-Arlington,Not Confirmed,12729
2021,Tarrant,3-Arlington,Confirmed Victim,6511
2021,Wise,3-Arlington,Not Confirmed,543
2021,Wise,3-Arlington,Confirmed Victim,199
2021,Anderson,4-Tyler,Not Confirmed,372
2021,Anderson,4-Tyler,Confirmed Victim,148
2021,Bowie,4-Tyler,Not Confirmed,758
2021,Bowie,4-Tyler,Confirmed Victim,211
2021,Camp,4-Tyler,Not Confirmed,92
2021,Camp,4-Tyler,Confirmed Victim,46
2021,Cass,4-Tyler,Not Confirmed,355
2021,Cass,4-Tyler,Confirmed Victim,101
2021,Cherokee,4-Tyler,Not Confirmed,591
2021,Cherokee,4-Tyler,Confirmed Victim,212
2021,Delta,4-Tyler,Not Confirmed,40
2021,Delta,4-Tyler,Confirmed Victim,8
2021,Franklin,4-Tyler,Not Confirmed,80
2021,Franklin,4-Tyler,Confirmed Victim,30
2021,Gregg,4-Tyler,Not Confirmed,1038
2021,Gregg,4-Tyler,Confirmed Victim,501
2021,Harrison,4-Tyler,Not Confirmed,497
2021,Harrison,4-Tyler,Confirmed Victim,162
2021,Henderson,4-Tyler,Not Confirmed,922
2021,Henderson,4-Tyler,Confirmed Victim,218
2021,Hopkins,4-Tyler,Not Confirmed,348
2021,Hopkins,4-Tyler,Confirmed Victim,111
2021,Lamar,4-Tyler,Not Confirmed,429
2021,Lamar,4-Tyler,Confirmed Victim,164
2021,Marion,4-Tyler,Not Confirmed,117
2021,Marion,4-Tyler,Confirmed Victim,41
2021,Morris,4-Tyler,Not Confirmed,125
2021,Morris,4-Tyler,Confirmed Victim,66
2021,Panola,4-Tyler,Not Confirmed,225
2021,Panola,4-Tyler,Confirmed Victim,52
2021,Rains,4-Tyler,Not Confirmed,120
2021,Rains,4-Tyler,Confirmed Victim,34
2021,Red River,4-Tyler,Not Confirmed,118
2021,Red River,4-Tyler,Confirmed Victim,34
2021,Rusk,4-Tyler,Not Confirmed,398
2021,Rusk,4-Tyler,Confirmed Victim,163
2021,Smith,4-Tyler,Not Confirmed,1623
2021,Smith,4-Tyler,Confirmed Victim,782
2021,Titus,4-Tyler,Not Confirmed,296
2021,Titus,4-Tyler,Confirmed Victim,68
2021,Upshur,4-Tyler,Not Confirmed,345
2021,Upshur,4-Tyler,Confirmed Victim,129
2021,Van Zandt,4-Tyler,Not Confirmed,478
2021,Van Zandt,4-Tyler,Confirmed Victim,158
2021,Wood,4-Tyler,Not Confirmed,327
2021,Wood,4-Tyler,Confirmed Victim,110
2021,Angelina,5-Beaumont,Not Confirmed,826
2021,Angelina,5-Beaumont,Confirmed Victim,252
2021,Hardin,5-Beaumont,Not Confirmed,421
2021,Hardin,5-Beaumont,Confirmed Victim,107
2021,Houston,5-Beaumont,Not Confirmed,222
2021,Houston,5-Beaumont,Confirmed Victim,55
2021,Jasper,5-Beaumont,Not Confirmed,321
2021,Jasper,5-Beaumont,Confirmed Victim,62
2021,Jefferson,5-Beaumont,Not Confirmed,1930
2021,Jefferson,5-Beaumont,Confirmed Victim,799
2021,Nacogdoches,5-Beaumont,Not Confirmed,445
2021,Nacogdoches,5-Beaumont,Confirmed Victim,160
2021,Newton,5-Beaumont,Not Confirmed,84
2021,Newton,5-Beaumont,Confirmed Victim,29
2021,Orange,5-Beaumont,Not Confirmed,840
2021,Orange,5-Beaumont,Confirmed Victim,296
2021,Polk,5-Beaumont,Not Confirmed,504
2021,Polk,5-Beaumont,Confirmed Victim,104
2021,Sabine,5-Beaumont,Not Confirmed,90
2021,Sabine,5-Beaumont,Confirmed Victim,25
2021,San Augustine,5-Beaumont,Not Confirmed,68
2021,San Augustine,5-Beaumont,Confirmed Victim,31
2021,San Jacinto,5-Beaumont,Not Confirmed,235
2021,San Jacinto,5-Beaumont,Confirmed Victim,53
2021,Shelby,5-Beaumont,Not Confirmed,217
2021,Shelby,5-Beaumont,Confirmed Victim,76
2021,Trinity,5-Beaumont,Not Confirmed,138
2021,Trinity,5-Beaumont,Confirmed Victim,44
2021,Tyler,5-Beaumont,Not Confirmed,270
2021,Tyler,5-Beaumont,Confirmed Victim,45
2021,Austin,6-Houston,Not Confirmed,182
2021,Austin,6-Houston,Confirmed Victim,65
2021,Brazoria,6-Houston,Not Confirmed,1663
2021,Brazoria,6-Houston,Confirmed Victim,514
2021,Chambers,6-Houston,Not Confirmed,287
2021,Chambers,6-Houston,Confirmed Victim,75
2021,Colorado,6-Houston,Not Confirmed,112
2021,Colorado,6-Houston,Confirmed Victim,47
2021,Fort Bend,6-Houston,Not Confirmed,2809
2021,Fort Bend,6-Houston,Confirmed Victim,527
2021,Galveston,6-Houston,Not Confirmed,1957
2021,Galveston,6-Houston,Confirmed Victim,757
2021,Harris,6-Houston,Not Confirmed,31402
2021,Harris,6-Houston,Confirmed Victim,7405
2021,Liberty,6-Houston,Not Confirmed,939
2021,Liberty,6-Houston,Confirmed Victim,253
2021,Matagorda,6-Houston,Not Confirmed,325
2021,Matagorda,6-Houston,Confirmed Victim,115
2021,Montgomery,6-Houston,Not Confirmed,3304
2021,Montgomery,6-Houston,Confirmed Victim,950
2021,Walker,6-Houston,Not Confirmed,368
2021,Walker,6-Houston,Confirmed Victim,86
2021,Waller,6-Houston,Not Confirmed,271
2021,Waller,6-Houston,Confirmed Victim,79
2021,Wharton,6-Houston,Not Confirmed,252
2021,Wharton,6-Houston,Confirmed Victim,72
2021,Bastrop,7-Austin,Not Confirmed,700
2021,Bastrop,7-Austin,Confirmed Victim,205
2021,Bell,7-Austin,Not Confirmed,3769
2021,Bell,7-Austin,Confirmed Victim,1728
2021,Blanco,7-Austin,Not Confirmed,26
2021,Blanco,7-Austin,Confirmed Victim,17
2021,Bosque,7-Austin,Not Confirmed,164
2021,Bosque,7-Austin,Confirmed Victim,51
2021,Brazos,7-Austin,Not Confirmed,1223
2021,Brazos,7-Austin,Confirmed Victim,630
2021,Burleson,7-Austin,Not Confirmed,132
2021,Burleson,7-Austin,Confirmed Victim,55
2021,Burnet,7-Austin,Not Confirmed,335
2021,Burnet,7-Austin,Confirmed Victim,191
2021,Caldwell,7-Austin,Not Confirmed,372
2021,Caldwell,7-Austin,Confirmed Victim,141
2021,Coryell,7-Austin,Not Confirmed,935
2021,Coryell,7-Austin,Confirmed Victim,455
2021,Falls,7-Austin,Not Confirmed,95
2021,Falls,7-Austin,Confirmed Victim,83
2021,Fayette,7-Austin,Not Confirmed,116
2021,Fayette,7-Austin,Confirmed Victim,59
2021,Freestone,7-Austin,Not Confirmed,140
2021,Freestone,7-Austin,Confirmed Victim,44
2021,Grimes,7-Austin,Not Confirmed,216
2021,Grimes,7-Austin,Confirmed Victim,79
2021,Hamilton,7-Austin,Not Confirmed,80
2021,Hamilton,7-Austin,Confirmed Victim,28
2021,Hays,7-Austin,Not Confirmed,1190
2021,Hays,7-Austin,Confirmed Victim,500
2021,Hill,7-Austin,Not Confirmed,356
2021,Hill,7-Austin,Confirmed Victim,168
2021,Lampasas,7-Austin,Not Confirmed,201
2021,Lampasas,7-Austin,Confirmed Victim,99
2021,Lee,7-Austin,Not Confirmed,115
2021,Lee,7-Austin,Confirmed Victim,47
2021,Leon,7-Austin,Not Confirmed,95
2021,Leon,7-Austin,Confirmed Victim,34
2021,Limestone,7-Austin,Not Confirmed,222
2021,Limestone,7-Austin,Confirmed Victim,88
2021,Llano,7-Austin,Not Confirmed,175
2021,Llano,7-Austin,Confirmed Victim,102
2021,Madison,7-Austin,Not Confirmed,76
2021,Madison,7-Austin,Confirmed Victim,29
2021,McLennan,7-Austin,Not Confirmed,2528
2021,McLennan,7-Austin,Confirmed Victim,1230
2021,Milam,7-Austin,Not Confirmed,231
2021,Milam,7-Austin,Confirmed Victim,133
2021,Mills,7-Austin,Not Confirmed,36
2021,Mills,7-Austin,Confirmed Victim,9
2021,Robertson,7-Austin,Not Confirmed,140
2021,Robertson,7-Austin,Confirmed Victim,82
2021,San Saba,7-Austin,Not Confirmed,31
2021,San Saba,7-Austin,Confirmed Victim,13
2021,Travis,7-Austin,Not Confirmed,6008
2021,Travis,7-Austin,Confirmed Victim,1988
2021,Washington,7-Austin,Not Confirmed,196
2021,Washington,7-Austin,Confirmed Victim,90
2021,Williamson,7-Austin,Not Confirmed,3236
2021,Williamson,7-Austin,Confirmed Victim,707
2021,Atascosa,8-San Antonio,Not Confirmed,589
2021,Atascosa,8-San Antonio,Confirmed Victim,228
2021,Bandera,8-San Antonio,Not Confirmed,107
2021,Bandera,8-San Antonio,Confirmed Victim,53
2021,Bexar,8-San Antonio,Not Confirmed,15540
2021,Bexar,8-San Antonio,Confirmed Victim,5641
2021,Calhoun,8-San Antonio,Not Confirmed,141
2021,Calhoun,8-San Antonio,Confirmed Victim,54
2021,Comal,8-San Antonio,Not Confirmed,953
2021,Comal,8-San Antonio,Confirmed Victim,391
2021,DeWitt,8-San Antonio,Not Confirmed,154
2021,DeWitt,8-San Antonio,Confirmed Victim,32
2021,Dimmit,8-San Antonio,Not Confirmed,96
2021,Dimmit,8-San Antonio,Confirmed Victim,46
2021,Edwards,8-San Antonio,Not Confirmed,14
2021,Edwards,8-San Antonio,Confirmed Victim,7
2021,Frio,8-San Antonio,Not Confirmed,218
2021,Frio,8-San Antonio,Confirmed Victim,79
2021,Gillespie,8-San Antonio,Not Confirmed,121
2021,Gillespie,8-San Antonio,Confirmed Victim,52
2021,Goliad,8-San Antonio,Not Confirmed,61
2021,Goliad,8-San Antonio,Confirmed Victim,18
2021,Gonzales,8-San Antonio,Not Confirmed,203
2021,Gonzales,8-San Antonio,Confirmed Victim,40
2021,Guadalupe,8-San Antonio,Not Confirmed,1243
2021,Guadalupe,8-San Antonio,Confirmed Victim,268
2021,Jackson,8-San Antonio,Not Confirmed,106
2021,Jackson,8-San Antonio,Confirmed Victim,66
2021,Karnes,8-San Antonio,Not Confirmed,84
2021,Karnes,8-San Antonio,Confirmed Victim,47
2021,Kendall,8-San Antonio,Not Confirmed,191
2021,Kendall,8-San Antonio,Confirmed Victim,59
2021,Kerr,8-San Antonio,Not Confirmed,364
2021,Kerr,8-San Antonio,Confirmed Victim,165
2021,Kinney,8-San Antonio,Not Confirmed,16
2021,Kinney,8-San Antonio,Confirmed Victim,7
2021,La Salle,8-San Antonio,Not Confirmed,80
2021,La Salle,8-San Antonio,Confirmed Victim,22
2021,Lavaca,8-San Antonio,Not Confirmed,113
2021,Lavaca,8-San Antonio,Confirmed Victim,34
2021,Maverick,8-San Antonio,Not Confirmed,229
2021,Maverick,8-San Antonio,Confirmed Victim,104
2021,Medina,8-San Antonio,Not Confirmed,407
2021,Medina,8-San Antonio,Confirmed Victim,171
2021,Real,8-San Antonio,Not Confirmed,39
2021,Real,8-San Antonio,Confirmed Victim,8
2021,Uvalde,8-San Antonio,Not Confirmed,287
2021,Uvalde,8-San Antonio,Confirmed Victim,118
2021,Val Verde,8-San Antonio,Not Confirmed,247
2021,Val Verde,8-San Antonio,Confirmed Victim,115
2021,Victoria,8-San Antonio,Not Confirmed,712
2021,Victoria,8-San Antonio,Confirmed Victim,273
2021,Wilson,8-San Antonio,Not Confirmed,324
2021,Wilson,8-San Antonio,Confirmed Victim,112
2021,Zavala,8-San Antonio,Not Confirmed,169
2021,Zavala,8-San Antonio,Confirmed Victim,59
2021,Andrews,9-Midland,Not Confirmed,165
2021,Andrews,9-Midland,Confirmed Victim,46
2021,Borden,9-Midland,Not Confirmed,3
2021,Borden,9-Midland,Confirmed Victim,7
2021,Coke,9-Midland,Not Confirmed,20
2021,Coke,9-Midland,Confirmed Victim,4
2021,Concho,9-Midland,Not Confirmed,35
2021,Concho,9-Midland,Confirmed Victim,4
2021,Crane,9-Midland,Not Confirmed,27
2021,Crane,9-Midland,Confirmed Victim,7
2021,Crockett,9-Midland,Not Confirmed,37
2021,Crockett,9-Midland,Confirmed Victim,7
2021,Dawson,9-Midland,Not Confirmed,138
2021,Dawson,9-Midland,Confirmed Victim,38
2021,Ector,9-Midland,Not Confirmed,1614
2021,Ector,9-Midland,Confirmed Victim,375
2021,Gaines,9-Midland,Not Confirmed,143
2021,Gaines,9-Midland,Confirmed Victim,38
2021,Glasscock,9-Midland,Not Confirmed,6
2021,Howard,9-Midland,Not Confirmed,394
2021,Howard,9-Midland,Confirmed Victim,122
2021,Irion,9-Midland,Not Confirmed,10
2021,Kimble,9-Midland,Not Confirmed,60
2021,Kimble,9-Midland,Confirmed Victim,16
2021,Loving,9-Midland,Not Confirmed,4
2021,Martin,9-Midland,Not Confirmed,31
2021,Martin,9-Midland,Confirmed Victim,17
2021,Mason,9-Midland,Not Confirmed,20
2021,Mason,9-Midland,Confirmed Victim,8
2021,McCulloch,9-Midland,Not Confirmed,118
2021,McCulloch,9-Midland,Confirmed Victim,27
2021,Menard,9-Midland,Not Confirmed,14
2021,Menard,9-Midland,Confirmed Victim,3
2021,Midland,9-Midland,Not Confirmed,1199
2021,Midland,9-Midland,Confirmed Victim,304
2021,Pecos,9-Midland,Not Confirmed,118
2021,Pecos,9-Midland,Confirmed Victim,43
2021,Reagan,9-Midland,Not Confirmed,27
2021,Reagan,9-Midland,Confirmed Victim,5
2021,Reeves,9-Midland,Not Confirmed,104
2021,Reeves,9-Midland,Confirmed Victim,25
2021,Schleicher,9-Midland,Not Confirmed,20
2021,Schleicher,9-Midland,Confirmed Victim,13
2021,Sterling,9-Midland,Not Confirmed,7
2021,Sterling,9-Midland,Confirmed Victim,4
2021,Sutton,9-Midland,Not Confirmed,49
2021,Sutton,9-Midland,Confirmed Victim,12
2021,Terrell,9-Midland,Not Confirmed,9
2021,Tom Green,9-Midland,Not Confirmed,1097
2021,Tom Green,9-Midland,Confirmed Victim,392
2021,Upton,9-Midland,Not Confirmed,26
2021,Upton,9-Midland,Confirmed Victim,11
2021,Ward,9-Midland,Not Confirmed,88
2021,Ward,9-Midland,Confirmed Victim,60
2021,Winkler,9-Midland,Not Confirmed,73
2021,Winkler,9-Midland,Confirmed Victim,17
2021,Brewster,10-El Paso,Not Confirmed,77
2021,Brewster,10-El Paso,Confirmed Victim,18
2021,Culberson,10-El Paso,Not Confirmed,13
2021,Culberson,10-El Paso,Confirmed Victim,10
2021,El Paso,10-El Paso,Not Confirmed,4947
2021,El Paso,10-El Paso,Confirmed Victim,1681
2021,Hudspeth,10-El Paso,Not Confirmed,34
2021,Hudspeth,10-El Paso,Confirmed Victim,16
2021,Jeff Davis,10-El Paso,Not Confirmed,14
2021,Presidio,10-El Paso,Not Confirmed,24
2021,Presidio,10-El Paso,Confirmed Victim,14
2021,Aransas,11-Edinburg,Not Confirmed,283
2021,Aransas,11-Edinburg,Confirmed Victim,79
2021,Bee,11-Edinburg,Not Confirmed,299
2021,Bee,11-Edinburg,Confirmed Victim,134
2021,Brooks,11-Edinburg,Not Confirmed,73
2021,Brooks,11-Edinburg,Confirmed Victim,55
2021,Cameron,11-Edinburg,Not Confirmed,3078
2021,Cameron,11-Edinburg,Confirmed Victim,1195
2021,Duval,11-Edinburg,Not Confirmed,108
2021,Duval,11-Edinburg,Confirmed Victim,53
2021,Hidalgo,11-Edinburg,Not Confirmed,6244
2021,Hidalgo,11-Edinburg,Confirmed Victim,1881
2021,Jim Hogg,11-Edinburg,Not Confirmed,78
2021,Jim Hogg,11-Edinburg,Confirmed Victim,18
2021,Jim Wells,11-Edinburg,Not Confirmed,451
2021,Jim Wells,11-Edinburg,Confirmed Victim,189
2021,Kenedy,11-Edinburg,Not Confirmed,3
2021,Kleberg,11-Edinburg,Not Confirmed,343
2021,Kleberg,11-Edinburg,Confirmed Victim,115
2021,Live Oak,11-Edinburg,Not Confirmed,111
2021,Live Oak,11-Edinburg,Confirmed Victim,27
2021,McMullen,11-Edinburg,Not Confirmed,5
2021,Nueces,11-Edinburg,Not Confirmed,3029
2021,Nueces,11-Edinburg,Confirmed Victim,1000
2021,Refugio,11-Edinburg,Not Confirmed,65
2021,Refugio,11-Edinburg,Confirmed Victim,18
2021,San Patricio,11-Edinburg,Not Confirmed,710
2021,San Patricio,11-Edinburg,Confirmed Victim,227
2021,Starr,11-Edinburg,Not Confirmed,394
2021,Starr,11-Edinburg,Confirmed Victim,139
2021,Webb,11-Edinburg,Not Confirmed,1639
2021,Webb,11-Edinburg,Confirmed Victim,534
2021,Willacy,11-Edinburg,Not Confirmed,273
2021,Willacy,11-Edinburg,Confirmed Victim,125
2021,Zapata,11-Edinburg,Not Confirmed,93
2021,Zapata,11-Edinburg,Confirmed Victim,45
2021,Out of State,Out of State,Not Confirmed,36
2021,Out of State,Out of State,Confirmed Victim,9
2020,Armstrong,1-Lubbock,Not Confirmed,7
2020,Bailey,1-Lubbock,Not Confirmed,48
2020,Bailey,1-Lubbock,Confirmed Victim,24
2020,Briscoe,1-Lubbock,Not Confirmed,7
2020,Briscoe,1-Lubbock,Confirmed Victim,2
2020,Carson,1-Lubbock,Not Confirmed,26
2020,Carson,1-Lubbock,Confirmed Victim,22
2020,Castro,1-Lubbock,Not Confirmed,39
2020,Castro,1-Lubbock,Confirmed Victim,16
2020,Childress,1-Lubbock,Not Confirmed,54
2020,Childress,1-Lubbock,Confirmed Victim,26
2020,Cochran,1-Lubbock,Not Confirmed,12
2020,Cochran,1-Lubbock,Confirmed Victim,4
2020,Collingsworth,1-Lubbock,Not Confirmed,9
2020,Collingsworth,1-Lubbock,Confirmed Victim,10
2020,Crosby,1-Lubbock,Not Confirmed,62
2020,Crosby,1-Lubbock,Confirmed Victim,15
2020,Dallam,1-Lubbock,Not Confirmed,62
2020,Dallam,1-Lubbock,Confirmed Victim,35
2020,Deaf Smith,1-Lubbock,Not Confirmed,148
2020,Deaf Smith,1-Lubbock,Confirmed Victim,64
2020,Dickens,1-Lubbock,Not Confirmed,14
2020,Dickens,1-Lubbock,Confirmed Victim,4
2020,Donley,1-Lubbock,Not Confirmed,29
2020,Donley,1-Lubbock,Confirmed Victim,14
2020,Floyd,1-Lubbock,Not Confirmed,31
2020,Floyd,1-Lubbock,Confirmed Victim,11
2020,Garza,1-Lubbock,Not Confirmed,38
2020,Garza,1-Lubbock,Confirmed Victim,13
2020,Gray,1-Lubbock,Not Confirmed,255
2020,Gray,1-Lubbock,Confirmed Victim,71
2020,Hale,1-Lubbock,Not Confirmed,284
2020,Hale,1-Lubbock,Confirmed Victim,114
2020,Hall,1-Lubbock,Not Confirmed,30
2020,Hall,1-Lubbock,Confirmed Victim,7
2020,Hansford,1-Lubbock,Not Confirmed,10
2020,Hansford,1-Lubbock,Confirmed Victim,2
2020,Hartley,1-Lubbock,Not Confirmed,16
2020,Hartley,1-Lubbock,Confirmed Victim,8
2020,Hemphill,1-Lubbock,Not Confirmed,8
2020,Hemphill,1-Lubbock,Confirmed Victim,2
2020,Hockley,1-Lubbock,Not Confirmed,250
2020,Hockley,1-Lubbock,Confirmed Victim,95
