"fips","Name","pov_perc_all","pov_perc_under_18","Alcohol_Abuse","Autism_Spectrum_Disorders","Depression","Drug_Abuse_Substance_Abuse","Schizophrenia_Other_Psychotic_Disorders","total_pop","total_jail_pop","total_jail_pretrial","unemployment","X2020.Total.Population","X2020.LCDC.Total","Ratio.of.LCDCs.to.100.000.Population","X2020.LCSW.Total","Ratio.of.LCSWs.to.100.000.Population","X2020.LPC.Total","Ratio.of.LPCs.to.100.000.Population","X2020.LBSW.Total","Ratio.of.LBSWs.to.100.000.Population","X2020.LMSW.Total","Ratio.of.LMSWs.to.100.000.Population","X2020.Primary.Care.Physician.Total","Ratio.of.Primary.Care.Physicians.to.100.000.Population","MSA_type","Central_Outlying","CBSA.Code","CBSA.Title","CBSA.level","RUCC_2013","State","NCHS_2013","UIC_2013","opioid_per_100","alc_est_per_capita","vet_percent_2020","percent_uninsured","Temp_MH_Services_NewApp_2020","Ext_MH_Services_NewApp_2020","Modification_NewApp_2020","Auth_Meds_NewApp_2020","Temp_MH_Services_Hearing_2020","Ext_MH_Services_Hearing_2020","Modification_Hearing_2020","Auth_Meds_Hearing_2020","Temp_MH_Services_NewApp_2020_per100k","Ext_MH_Services_NewApp_2020_per100k","Modification_NewApp_2020_per100k","Auth_Meds_NewApp_2020_per100k","Temp_MH_Services_Hearing_2020_per100k","Ext_MH_Services_Hearing_2020_per100k","Modification_Hearing_2020_per100k","Auth_Meds_Hearing_2020_per100k","X2020.Psychiatrist.Total","Ratio.of.Psychiatrists.to.100.000.Population","Total Traffic Fatalities","Total Traffic Fatalities BAC gt 08","Percent Traffic Fatalities BAC gt 08","Traffic_Fatalities_per_100k","Total.number.of.waivered.providers","Patient.capacity","High.need.for.treatment.services","Low.to.no.patient.capacity","Frequent_Mental_Distress","Average_Bad_MH_Days","Deaths_Suicide","Suicide_Rate_AA","Perc_Food_Insecure","Perc_Limited_Acc_Healthy_Foods","Perc_Physically_Inactive","Perc_With_Acc_Exercise","Income_80th","Income_20th","Income_Ratio","Perc_Severe_Housing_Issues","Dev2019","I_35","percent_comp"
"48061","Cameron","24.399999999999999","34.600000000000001",2.2909,0.2913,20.3517,2.3376,3.6755,423908,1115,902,"     6.1",427881,"59",13.8,"52",12.2,"212",49.5,"77",18,"83",19.4,"254",59.4,"Metropolitan Statistical Area","Central","15180","Brownsville-Harlingen, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,22.3,9.50080400553897,3.81789808962583,29.8536658287048,261,1,0,94,303,0,0,84,60.9982682100865,0.233709839885389,0,21.9687249492265,70.8140814852728,0,0,19.6316265503727,20,4.7,17,4,24,3.97306727805161,"10","580","No","Yes",15,4.6,169,8,18,18,38,66,85416,16089,5.3,23,5.047352998,"Non I-35 Corridor",0.987012987012987
"48063","Camp","16.699999999999999","24.800000000000001",1.59,,14.5372,2.7257,3.7479,13033,26,10,"     4.1",13322,"3",22.5,"0",0,"5",37.5,"2",15,"3",22.5,"12",90.1,"Micropolitan Statistical Area","Outlying","34420","Mount Pleasant, TX","Micropolitan Statistical Area-Outlying",6,"TX",6,6,38.1,,7.03626444159178,22.6406246423721,84,0,0,2,1,0,0,4,630.535955562228,0,0,15.0127608467197,7.50638042335986,0,0,30.0255216934394,0,0,4,2,38,30.0255216934394,"0","0","No","Yes",15,4.7,11,17,16,5,32,35,91130,16267,5.6,18,2.723414597,"Non I-35 Corridor",0.961038961038961
"48065","Carson","8.3000000000000007","10.699999999999999",,,14.7668,2.8497,2.4611,6005,25,25,"     2.7",5799,"0",0,"0",0,"2",34.5,"2",34.5,"0",0,"0",0,"Metropolitan Statistical Area","Outlying","11100","Amarillo, TX","Metropolitan Statistical Area-Outlying",2,"TX",3,2,2.7,,6.88823833304632,23.2821360230446,0,1,0,0,0,0,0,0,0,17.2443524745646,0,0,0,0,0,0,0,0,,,,,"0","0","No","Yes",14,4.5,,,12,5,26,59,131453,31827,4.1,4,0.627261456,"Non I-35 Corridor",0.87012987012987
"48067","Cass","17.699999999999999","25.600000000000001",1.2934,,18.3946,3.2232,3.0179,30119,86,62,"     4.6",30327,"3",9.9,"4",13.2,"11",36.3,"4",13.2,"3",9.9,"9",29.7,,,,,,6,"TX",6,6,44.5,,8.7474520278344,20.0122356414795,9,0,0,0,0,0,0,0,29.6765258680384,0,0,0,0,0,0,0,1,3.3,7,1,7,23.0817423418076,"0","0","No","Yes",17,5.3,39,27,18,7,32,27,91435,19780,4.6,13,1.491715729,"Non I-35 Corridor",0.896103896103896
"48069","Castro","15.300000000000001","20.399999999999999",1.812,0,11.0985,1.6988,1.6988,7665,18,11,"     2.5",7103,"1",14.1,"0",0,"2",28.2,"2",28.2,"0",0,"4",56.3,,,,,,6,"TX",6,6,9.7,,2.64550264550265,23.2821360230446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,100,28.1571167112488,"0","0","No","Yes",14,4.3,,,12,4,35,45,92103,22378,4.1,11,0.555371044,"Non I-35 Corridor",0.883116883116883
"48071","Chambers","9.3000000000000007","11",1.1181,,17.0298,4.6732,1.9209,42454,98,40,"     5.9",42320,"9",21.3,"2",4.7,"13",30.7,"1",2.4,"2",4.7,"6",14.2,"Metropolitan Statistical Area","Central","26420","Houston-The Woodlands-Sugar Land, TX","Metropolitan Statistical Area-Central",1,"TX",2,1,8.2,,4.80556569538984,24.7739434242249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,47,14.1776937618147,"1","30","No","Yes",14,4.4,36,18,13,4,29,65,170787,29365,5.8,15,2.682427896,"Non I-35 Corridor",0.961038961038961
"48073","Cherokee","16.699999999999999","24.399999999999999",1.6355,,19.264,3.3024,3.5383,52592,130,74,"     4.4",52178,"10",19.2,"9",17.2,"34",65.2,"35",67.1,"4",7.7,"35",67.1,"Micropolitan Statistical Area","Central","27380","Jacksonville, TX","Micropolitan Statistical Area-Central",6,"TX",5,5,28.5,,6.20487185590732,21.0098430514336,53,39,0,51,53,40,0,51,101.5753765955,74.7441450419717,0,97.7423435164245,101.5753765955,76.6606615815094,0,97.7423435164245,13,24.9,15,4,23,28.747748093066,"2","60","No","Yes",16,4.9,48,19,15,13,35,54,103155,22990,4.5,17,1.652456619,"Non I-35 Corridor",0.961038961038961
"48075","Childress","21.399999999999999","24.100000000000001",2.7685,0,14.5072,2.5471,1.9934,7291,60,65,"     2.9",7062,"0",0,"1",14.2,"3",42.5,"1",14.2,"0",0,"10",141.6,,,,,,7,"TX",6,11,63.9,,4.60684273709484,23.2821360230446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,14.1602945341263,"1","30","Yes","Yes",15,4.5,,,16,19,33,73,96469,23930,4,11,0.590383345,"Non I-35 Corridor",0.883116883116883
"48077","Clay","11.1","14.6",1.6446,0,20.6897,5.6233,1.9629,10456,20,21,"     3.4",9787,"2",20.4,"0",0,"5",51.1,"2",20.4,"0",0,"5",51.1,"Metropolitan Statistical Area","Outlying","48660","Wichita Falls, TX","Metropolitan Statistical Area-Outlying",3,"TX",4,2,12.6,,8.54374633000587,21.9790354371071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,51.0881781955655,"0","0","No","Yes",15,4.8,16,30,16,21,27,9,113730,24436,4.7,11,0.697385956,"Non I-35 Corridor",0.974025974025974
"48079","Cochran","19.199999999999999","29.399999999999999",,,14.0921,,,2836,3,1,"     4.8",3348,"1",29.9,"0",0,"2",59.7,"1",29.9,"0",0,"1",29.9,,,,,,9,"TX",6,10,17.6,,4.20102080879466,27.2771567106247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,60,29.868578255675,"0","0","Yes","Yes",17,4.9,,,17,9,41,1,88900,13985,6.4,13,0.349776537,"Non I-35 Corridor",0.831168831168831
"48081","Coke","11.4","18",,0,16.8831,3.4091,3.2468,3370,,,"     3.5",3215,"0",0,"0",0,"2",62.2,"1",31.1,"2",62.2,"0",0,,,,,,8,"TX",6,7,,,7.8234398782344,24.1987973451614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"0","0","No","Yes",15,4.7,,,16,36,31,33,91324,20179,4.5,9,0.418439404,"Non I-35 Corridor",0.779220779220779
"48083","Coleman","16","28.100000000000001",0.9709,,16.4509,1.5102,1.9417,8397,7,2,"     4.1",8478,"2",23.6,"0",0,"1",11.8,"2",23.6,"0",0,"4",47.2,,,,,,6,"TX",6,6,14.3,,9.03175429463821,27.9468238353729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,38,47.1809389006841,"0","0","No","Yes",15,4.7,,,16,10,30,61,85763,21319,4,11,0.494273297,"Non I-35 Corridor",0.87012987012987
"48085","Collin","6.2000000000000002","6.7000000000000002",1.3896,0.1328,19.5319,2.2956,2.2434,1005146,1010,705,"     2.9",1039369,"128",12.3,"276",26.6,"1,071",103,"79",7.6,"364",35,"1,055",101.5,"Metropolitan Statistical Area","Central","19100","Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Central",1,"TX",1,1,29.7,2.72437327671647,4.17467929899057,10.2730318903923,2178,2,0,277,2041,1,0,260,209.550217487726,0.192424442137489,0,26.6507852360423,196.369143201308,0.0962122210687446,0,25.0151774778736,109,10.5,51,17,33,4.90682327450597,"69","4,835","No","No",11,3.7,564,11,11,3,23,94,181444,45985,3.9,13,17.19449128,"Non I-35 Corridor",0.987012987012987
"48087","Collingsworth","16.899999999999999","25.5",,0,14.7705,2.7944,2.5948,2962,10,4,"     2.7",3210,"0",0,"0",0,"1",31.2,"0",0,"0",0,"1",31.2,,,,,,9,"TX",6,10,14.2,,7.12669683257919,23.2821360230446,4,0,0,0,0,0,0,0,124.610591900312,0,0,0,0,0,0,0,0,0,2,1,35,62.3052959501558,"0","0","No","Yes",16,4.8,,,15,3,34,82,83250,14621,5.7,15,0.29202507,"Non I-35 Corridor",0.87012987012987
"48089","Colorado","12.699999999999999","18.399999999999999",1.248,,14.6906,1.118,2.8861,21217,46,53,"     3.4",21273,"6",28.2,"1",4.7,"4",18.8,"2",9.4,"1",4.7,"20",94,,,,,,6,"TX",6,4,22,14.5935691005497,6.32387994357153,19.623938202858,0,1,0,0,0,0,0,0,0,4.70079443425939,0,0,0,0,0,0,0,0,8,2,20,37.6063554740751,"0","0","No","Yes",14,4.5,18,17,12,7,32,59,107279,23231,4.6,11,1.01724169,"Non I-35 Corridor",0.909090909090909
"48091","Comal","7.5","9.4000000000000004",1.5732,0.1675,15.4022,2.5577,1.6341,148373,282,196,"     3.1",147330,"18",12.2,"52",35.3,"145",98.4,"16",10.9,"56",38,"112",76,"Metropolitan Statistical Area","Central","41700","San Antonio-New Braunfels, TX","Metropolitan Statistical Area-Central",1,"TX",2,1,32.6,22.9100748602176,8.33431371941969,11.9103357195854,8,0,0,0,1,0,0,0,5.42998710378063,0,0,0,0.678748387972579,0,0,0,8,5.4,21,8,40,14.2537161474242,"4","190","No","Yes",12,4,154,20,12,4,26,86,154131,36791,4.2,13,5.614599287,"I-35 Corridor",0.987012987012987
"48093","Comanche","15.9","24",1.2505,,17.7413,1.3286,2.0711,13534,42,29,"     3.0",13075,"4",30.6,"1",7.6,"5",38.2,"9",68.8,"1",7.6,"12",91.8,,,,,,7,"TX",6,9,52.1,,6.56907459173165,27.9468238353729,13,0,0,0,0,0,0,0,99.4263862332696,0,0,0,0,0,0,0,0,0,10,5,48,76.4818355640535,"0","0","No","Yes",14,4.5,14,21,14,8,30,,95939,21292,4.5,12,0.657931229,"Non I-35 Corridor",0.883116883116883
"48095","Concho","13.5","20.899999999999999",,0,16.7002,2.6157,2.8169,4276,14.02,8.34,"     2.6",4147,"0",0,"0",0,"0",0,"0",0,"0",0,"1",24.1,,,,,,8,"TX",6,6,1.1,,5.32848925219497,24.1987973451614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,24,120.569086086327,"1","30","No","No",15,4.6,,,13,12,35,70,102250,23800,4.3,13,0.440235899,"Non I-35 Corridor",0.87012987012987
"48097","Cooke","11.300000000000001","16.100000000000001",1.6189,,16.4496,2.9959,2.3074,40574,70,38,"     3.1",39727,"5",12.6,"3",7.6,"24",60.4,"15",37.8,"2",5,"17",42.8,"Micropolitan Statistical Area","Central","23620","Gainesville, TX","Micropolitan Statistical Area-Central",6,"TX",5,3,31.5,,6.42219448977633,24.2695182561874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,33,17.6202582626425,"0","0","Yes","Yes",15,4.7,51,24,15,3,29,42,120960,30338,4,12,1.602255492,"Non I-35 Corridor",0.961038961038961
"48099","Coryell","12.699999999999999","16.800000000000001",2.5535,0.2461,20.12,4.9223,2.6611,74808,77,74,"     4.1",78317,"28",35.8,"34",43.4,"62",79.2,"11",14,"31",39.6,"21",26.8,"Metropolitan Statistical Area","Central","28660","Killeen-Temple, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,14.3,3.61041242944652,14.839998555835,12.8642752766609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3,8,5,64,10.2148958719052,"0","0","No","Yes",15,4.8,78,20,16,26,31,61,98991,26324,3.8,13,1.651797282,"Non I-35 Corridor",0.987012987012987
"48101","Cottle","17.899999999999999","31.699999999999999",,0,11.5789,0,,1389,,,"     3.0",1510,"0",0,"0",0,"0",0,"0",0,"0",0,"0",0,,,,,,9,"TX",6,12,,,4.42028985507246,21.9790354371071,1,0,0,0,0,0,0,0,66.2251655629139,0,0,0,0,0,0,0,0,0,,,,,"0","0","No","Yes",18,5.2,,,23,57,37,83,77167,15041,5.1,9,0.264910894,"Non I-35 Corridor",0.766233766233766
"48103","Crane","9","12.9",2.9557,,19.2118,2.7094,3.9409,4794,12,3,"     6.3",6209,"0",0,"0",0,"0",0,"0",0,"0",0,"2",32.2,,,,,,6,"TX",6,6,14.6,,3.55080213903743,24.4458824396133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.1056530842326,"0","0","No","Yes",13,4.2,,,8,4,34,92,113617,22051,5.2,14,0.530405407,"Non I-35 Corridor",0.87012987012987
"48105","Crockett","12.4","17.699999999999999",,0,10.7724,,2.6423,3499,30,10,"     4.5",4040,"0",0,"0",0,"1",24.8,"0",0,"0",0,"1",24.8,,,,,,7,"TX",6,11,26.6,,5.87475790832795,24.1987973451614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,20,99.009900990099,"0","0","No","Yes",13,4.2,,,12,2,34,91,81086,21368,3.8,14,0.511759421,"Non I-35 Corridor",0.857142857142857
"48107","Crosby","19.800000000000001","30.300000000000001",2.2107,,17.6853,2.0806,3.1209,5779,8,10,"     3.6",6464,"0",0,"0",0,"3",46.4,"3",46.4,"1",15.5,"1",15.5,"Metropolitan Statistical Area","Outlying","31180","Lubbock, TX","Metropolitan Statistical Area-Outlying",2,"TX",3,2,17.4,,4.71459185661407,27.2771567106247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,15.470297029703,"0","0","No","Yes",16,4.7,,,17,2,39,21,81664,19207,4.3,15,0.478054355,"Non I-35 Corridor",0.935064935064935
"48109","Culberson","18.600000000000001","29.399999999999999",,0,12.3249,,,2204,10,0,"     2.9",2245,"1",44.5,"1",44.5,"0",0,"0",0,"0",0,"2",89.1,,,,,,9,"TX",6,12,71.9,,5.53016453382084,24.4458824396133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,40,178.173719376392,"0","0","No","Yes",17,4.9,,,19,4,44,93,77545,16370,4.7,15,0.139973945,"Non I-35 Corridor",0.844155844155844
"48111","Dallam","11.1","16",,0,9.2375,1.6129,2.0528,7200,17.9,10.85,"     1.8",7237,"0",0,"0",0,"0",0,"1",13.8,"0",0,"0",0,,,,,,7,"TX",6,11,19.4,,5.34082923401265,23.2821360230446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,55,27.6357606743126,"0","0","No","Yes",14,4.5,11,29,13,18,33,80,90400,30518,3,10,0.381757869,"Non I-35 Corridor",0.896103896103896
"48113","Dallas","13.699999999999999","20.100000000000001",1.897,0.1674,19.7851,3.8785,3.1388,2637772,5210,4005,"     3.7",2734111,"505",18.5,"972",35.6,"2,535",92.7,"307",11.2,"1,224",44.8,"2,424",88.7,"Metropolitan Statistical Area","Central","19100","Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Central",1,"TX",1,1,45.9,8.7238032415051,4.07822496622396,21.4845776557922,6558,0,0,716,6213,0,0,510,239.858586575307,0,0,26.1876712393901,227.240225433422,0,0,18.6532295140907,300,11,269,105,39,9.83866419468705,"203","11,165","No","Yes",13,4.3,1433,11,14,7,32,96,123520,27949,4.4,21,34.79378849,"Non I-35 Corridor",0.987012987012987
"48115","Dawson","18.699999999999999","24.399999999999999",1.0566,,12.3679,1.4916,1.9267,12619,39,20,"     4.6",13592,"0",0,"2",14.7,"4",29.4,"3",22.1,"2",14.7,"6",44.1,"Micropolitan Statistical Area","Central","29500","Lamesa, TX","Micropolitan Statistical Area-Central",7,"TX",5,8,9.1,,3.71708413615928,24.1987973451614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,29.4290759270159,"0","0","No","Yes",16,4.8,13,21,19,19,40,61,92303,17050,5.4,16,0.685004114,"Non I-35 Corridor",0.961038961038961
"48117","Deaf Smith","15.5","22.600000000000001",1.2848,0,11.4026,1.6595,1.9807,18760,73,41,"     2.5",18143,"0",0,"1",5.5,"6",33.1,"8",44.1,"5",27.6,"6",33.1,"Micropolitan Statistical Area","Central","25820","Hereford, TX","Micropolitan Statistical Area-Central",6,"TX",5,5,4.9,,2.85745035785395,23.2821360230446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,27.5588381193849,"0","0","No","Yes",14,4.4,14,15,13,7,37,75,97473,26807,3.6,13,0.481650085,"Non I-35 Corridor",0.974025974025974
"48119","Delta","14.300000000000001","21.5",,,15.8849,3.9446,3.9446,5349,17,6,"     3.6",5367,"0",0,"0",0,"3",55.9,"0",0,"1",18.6,"0",0,,,,,,8,"TX",6,4,4.2,,7.83938814531549,20.7215860486031,4,0,0,0,4,0,0,0,74.5295323271846,0,0,0,74.5295323271846,0,0,0,0,0,,,,,"0","0","No","Yes",16,4.9,,,18,2,29,59,107295,20732,5.2,14,0.903400104,"Non I-35 Corridor",0.805194805194805
"48121","Denton","6.9000000000000004","7.5999999999999996",1.4876,0.2331,18.8744,2.7137,2.3043,859064,1188,781,"     2.9",897953,"146",16.3,"211",23.5,"941",104.8,"89",9.9,"322",35.9,"496",55.2,"Metropolitan Statistical Area","Outlying","19100","Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,30.7,6.50910944350424,4.76025515709019,12.2009098529816,848,3,11,99,816,2,10,76,94.4370139639825,0.33409320977824,1.22500843585355,11.0250759226819,90.8733530596813,0.222728806518827,1.11364403259413,8.46369464771542,47,5.2,52,20,38,5.79094896948949,"45","2,680","No","Yes",12,3.9,498,11,11,5,24,94,170790,41922,4.1,14,13.11210428,"Non I-35 Corridor",0.987012987012987
"48123","DeWitt","20.5","27.600000000000001",1.801,,16.1172,5.0061,2.8083,20187,115,60,"     3.1",21737,"0",0,"3",13.8,"11",50.6,"1",4.6,"6",27.6,"13",59.8,,,,,,6,"TX",6,6,34.8,,6.10371267150928,19.5224091410637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"0","0","No","Yes",15,4.6,21,20,15,2,35,72,109548,19898,5.5,13,1.297877859,"Non I-35 Corridor",0.818181818181818
"48125","Dickens","18.899999999999999","27.699999999999999",,0,15.7025,,,2249,371.02,211.88,"     3.4",2174,"1",46,"0",0,"0",0,"1",46,"0",0,"0",0,,,,,,8,"TX",6,7,,,8.98305084745763,27.2771567106247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,"0","0","No","Yes",15,4.6,,,18,6,34,64,93250,14346,6.5,13,0.30024283,"Non I-35 Corridor",0.779220779220779
"48127","Dimmit","25.5","34.399999999999999",2.1739,,16.7297,1.7013,2.4575,10308,66,64,"     3.7",11743,"0",0,"0",0,"2",17,"1",8.5,"0",0,"7",59.6,,,,,,6,"TX",6,6,6,,4.93325594892629,26.7224907875061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,13,34.0628459507792,"2","60","Yes","No",17,4.9,,,20,27,45,61,83868,9970,8.4,19,0.865797923,"Non I-35 Corridor",0.87012987012987
"48129","Donley","16.300000000000001","24.800000000000001",2.8939,0,17.0418,2.2508,5.1447,3319,12,9,"     2.8",3410,"0",0,"0",0,"0",0,"2",58.7,"0",0,"1",29.3,,,,,,8,"TX",6,7,0.4,,6.9060773480663,23.2821360230446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,16,146.627565982405,"0","0","Yes","Yes",16,4.9,,,16,6,30,74,94654,23986,3.9,13,0.294192121,"Non I-35 Corridor",0.883116883116883
"48131","Duval","20","32.100000000000001",2.4096,0,20.8584,3.0873,3.991,11212,28,12,"     5.4",11796,"8",67.8,"0",0,"3",25.4,"1",8.5,"1",8.5,"0",0,"Micropolitan Statistical Area","Outlying","10860","Alice, TX","Micropolitan Statistical Area-Outlying",7,"TX",6,9,3.1,,5.54368833282474,37.2842580080032,1,0,0,0,0,0,0,1,8.4774499830451,0,0,0,0,0,0,8.4774499830451,0,0,9,2,26,76.2970498474059,"0","0","No","Yes",15,4.5,12,23,17,14,40,,87013,16871,5.2,20,0.488440962,"Non I-35 Corridor",0.961038961038961
"48133","Eastland","17","23.199999999999999",0.9514,,16.4042,2.1654,2.395,18322,80,65,"     3.9",18205,"8",43.9,"0",0,"12",65.9,"7",38.5,"4",22,"9",49.4,,,,,,6,"TX",6,6,14.5,,7.30042313117066,27.9468238353729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,8,32.9579785773139,"1","30","No","Yes",16,5,18,21,18,11,32,45,86924,16186,5.4,9,0.989360314,"Non I-35 Corridor",0.896103896103896
"48135","Ector","13.6","17.899999999999999",2.2335,0.1613,17.0376,2.0077,2.3464,162124,636,450,"     5.1",184841,"29",15.7,"9",4.9,"64",34.6,"23",12.4,"8",4.3,"103",55.7,"Metropolitan Statistical Area","Central","36220","Odessa, TX","Metropolitan Statistical Area-Central",3,"TX",4,2,41.2,11.5032299858934,3.90443843047508,21.2533786892891,49,0,0,51,35,0,0,50,26.5092701294626,0,0,27.591281155155,18.9351929496162,0,0,27.0502756423088,3,1.6,53,27,51,28.6732921808473,"1","30","No","Yes",14,4.3,125,16,12,7,35,77,123122,26767,4.6,16,3.756287909,"Non I-35 Corridor",0.987012987012987
"48137","Edwards","19.100000000000001","31.800000000000001",,0,11.5578,,,1928,8,1,"     2.8",1991,"1",50.2,"0",0,"1",50.2,"0",0,"0",0,"1",50.2,,,,,,9,"TX",6,12,0.6,,8.50914205344585,26.7224907875061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,33,150.678051230537,"0","0","No","Yes",15,4.5,,,13,11,37,1,74556,21870,3.4,15,0.242811874,"Non I-35 Corridor",0.844155844155844
"48139","Ellis","7.9000000000000004","11.1",1.505,0.2041,20.6811,3.1631,2.6529,179436,465,460,"     3.1",177721,"18",10.1,"28",15.8,"139",78.2,"16",9,"60",33.8,"104",58.5,"Metropolitan Statistical Area","Central","19100","Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Central",1,"TX",2,1,30.8,2.07840793951833,5.36385128991193,16.6510537266731,170,0,0,0,120,0,0,1,95.6555499912785,0,0,0,67.521564699726,0,0,0.56267970583105,3,1.7,28,7,24,15.7550317632694,"6","565","No","Yes",14,4.3,118,13,12,7,28,67,138469,36427,3.8,13,4.266165569,"Non I-35 Corridor",0.987012987012987
"48141","El Paso","17.600000000000001","22.699999999999999",1.6697,0.2069,15.4533,2.0859,2.2174,840758,2330,1435,"     4.3",876120,"158",18,"190",21.7,"502",57.3,"141",16.1,"368",42,"512",58.4,"Metropolitan Statistical Area","Central","21340","El Paso, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,27,14.4398994058848,6.34535387572676,23.1371074914932,658,2,68,155,1049,0,0,178,75.1038670501758,0.228279231155549,7.76149385928868,17.6916404145551,119.732456741086,0,0,20.3168515728439,47,5.4,77,32,42,8.78875039948865,"29","1,500","No","Yes",14,4.2,455,11,15,9,30,80,96802,19350,5,18,10.57945738,"Non I-35 Corridor",0.987012987012987
"48143","Erath","12.6","15.5",0.9091,0.9313,17.6497,1.3304,2.439,42446,72,72,"     2.9",41526,"22",53,"5",12,"50",120.4,"6",14.4,"17",40.9,"21",50.6,"Micropolitan Statistical Area","Central","44500","Stephenville, TX","Micropolitan Statistical Area-Central",4,"TX",5,3,35.2,14.1027147725937,5.40604066282759,22.1984326839447,4,0,0,0,0,0,0,0,9.63251938544526,0,0,0,0,0,0,0,0,0,13,5,40,31.3056880026971,"2","130","No","Yes",15,4.6,27,12,15,18,29,63,111390,22474,5,19,1.184303024,"Non I-35 Corridor",0.987012987012987
"48145","Falls","20","25.199999999999999",3.125,,19.0678,3.3898,3.072,17335,35,30,"     3.7",16603,"4",24.1,"4",24.1,"11",66.3,"2",12,"2",12,"1",6,"Metropolitan Statistical Area","Outlying","47380","Waco, TX","Metropolitan Statistical Area-Outlying",2,"TX",3,2,27.4,,7.43163602074493,20.4605266451836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,16,60.2300789014034,"1","30","No","Yes",17,5.2,10,12,19,5,37,39,84394,13825,6.1,18,1.282451672,"Non I-35 Corridor",0.961038961038961
"48147","Fannin","15.4","17.5",1.4551,0.2298,18.8589,4.0781,2.9102,35286,452,452,"     2.9",34597,"4",11.6,"15",43.4,"13",37.6,"12",34.7,"13",37.6,"10",28.9,"Micropolitan Statistical Area","Central","14300","Bonham, TX","Micropolitan Statistical Area-Central",6,"TX",6,4,18.4,,8.33099657899164,24.2695182561874,5,0,0,1,2,0,0,0,14.4521201260225,0,0,2.8904240252045,5.78084805040899,0,0,0,0,0,13,5,41,37.5755123276585,"4","435","No","No",16,4.8,42,23,15,13,29,28,115224,24221,4.8,12,1.337334998,"Non I-35 Corridor",0.974025974025974
"48149","Fayette","9.4000000000000004","14.4",1.5449,,15.7504,1.5851,2.5482,25349,27,12,"     3.1",26086,"0",0,"0",0,"5",19.2,"6",23,"4",15.3,"12",46,,,,,,6,"TX",6,4,63.2,28.6474319623491,7.31328013095969,27.741950750351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,22,4,16,84.3364256689412,"0","0","No","Yes",15,4.6,14,10,13,6,30,55,109719,25094,4.4,11,1.269996779,"Non I-35 Corridor",0.909090909090909
"48151","Fisher","13.300000000000001","17.600000000000001",2.2624,0,18.4012,1.6591,,3839,7,5,"     3.0",3985,"0",0,"0",0,"1",25.1,"0",0,"1",25.1,"2",50.2,,,,,,8,"TX",6,7,3.1,,7.70697167755991,27.9468238353729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25.0941028858218,"0","0","No","Yes",15,4.6,,,16,4,31,,104111,23931,4.4,9,0.393870604,"Non I-35 Corridor",0.857142857142857
