"fips","Name","pov_perc_all","pov_perc_under_18","Alcohol_Abuse","Autism_Spectrum_Disorders","Depression","Drug_Abuse_Substance_Abuse","Schizophrenia_Other_Psychotic_Disorders","total_pop","total_jail_pop","total_jail_pretrial","unemployment","X2020.Total.Population","X2020.LCDC.Total","Ratio.of.LCDCs.to.100.000.Population","X2020.LCSW.Total","Ratio.of.LCSWs.to.100.000.Population","X2020.LPC.Total","Ratio.of.LPCs.to.100.000.Population","X2020.LBSW.Total","Ratio.of.LBSWs.to.100.000.Population","X2020.LMSW.Total","Ratio.of.LMSWs.to.100.000.Population","X2020.Primary.Care.Physician.Total","Ratio.of.Primary.Care.Physicians.to.100.000.Population","MSA_type","Central_Outlying","CBSA.Code","CBSA.Title","CBSA.level","RUCC_2013","State","NCHS_2013","UIC_2013","opioid_per_100","alc_est_per_capita","vet_percent_2020","percent_uninsured","I_35","percent_comp"
"48269","King","12.4","21.300000000000001",0,0,NA,NA,NA,277,43.98,25.12,"     0.6","309","0",0,"0",0,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,9,"TX",6,12,NA,NA,6.79245283018868,27.2771567106247,"Non I-35 Corridor",0.710526315789474
"48271","Kinney","17.899999999999999","22.699999999999999",2.0408,0,9.1837,NA,NA,3767,28,28,"     4.7","3,462","0",0,"0",0,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,7,"TX",6,10,1.6,NA,8.94854586129754,26.7224907875061,"Non I-35 Corridor",0.763157894736842
"48273","Kleberg","20.800000000000001","30",1.5103,NA,19.1304,3.524,4.2105,31129,91.77,74.01,"     4.9","30,987","14",45.2,"1",3.2,"24",77.5,"8",25.8,"7",22.6,"18",58.1,"Micropolitan Statistical Area","Central","28780","Kingsville, TX","Micropolitan Statistical Area-Central",4,"TX",5,5,23.6,12.8865979381443,6.67525773195876,22.7710723876953,"Non I-35 Corridor",0.947368421052632
"48275","Knox","16.300000000000001","24.600000000000001",2.4077,0,21.3483,3.3708,5.939,3653,8,4,"     3.4","3,937","0",0,"0",0,"1",25.4,"1",25.4,"0",0,"1",25.4,NA,NA,NA,NA,NA,9,"TX",6,12,26.4,NA,6.08410378765285,27.9468238353729,"Non I-35 Corridor",0.815789473684211
"48277","Lamar","19.600000000000001","26.899999999999999",1.754,0.2793,18.8694,6.2786,3.2845,49728,152,82,"     4.0","50,014","5",10,"12",24,"31",62,"19",38,"18",36,"37",74,"Micropolitan Statistical Area","Central","37580","Paris, TX","Micropolitan Statistical Area-Central",5,"TX",5,8,68.2,NA,6.83397220891231,20.7215860486031,"Non I-35 Corridor",0.947368421052632
"48279","Lamb","17.600000000000001","24.5",1.0465,NA,14.9419,1.9186,2.1512,13158,43,39,"     3.6","12,776","1",7.8,"0",0,"5",39.1,"3",23.5,"2",15.7,"5",39.1,NA,NA,NA,NA,NA,6,"TX",6,6,14.5,NA,4.024530471445,27.2771567106247,"Non I-35 Corridor",0.789473684210526
"48281","Lampasas","10","18",1.7651,NA,17.4985,2.4954,2.1911,21229,27,26,"     3.3","21,037","8",38,"5",23.8,"15",71.3,"1",4.8,"7",33.3,"8",38,"Metropolitan Statistical Area","Outlying","28660","Killeen-Temple, TX","Metropolitan Statistical Area-Outlying",2,"TX",3,2,15.9,18.4953992694317,13.3860452212512,12.8642752766609,"Non I-35 Corridor",0.947368421052632
"48283","La Salle","24","28.300000000000001",2.1605,0,11.7284,1.6975,3.7037,7531,NA,NA,"     2.7","8,309","1",12,"0",0,"2",24.1,"0",0,"0",0,"1",12,NA,NA,NA,NA,NA,6,"TX",6,6,8,NA,2.41596638655462,26.7224907875061,"Non I-35 Corridor",0.763157894736842
"48285","Lavaca","10.6","14.5",1.6277,0,20.0407,2.8484,3.586,20110,29,22,"     3.2","20,735","1",4.8,"1",4.8,"6",28.9,"4",19.3,"1",4.8,"13",62.7,NA,NA,NA,NA,NA,6,"TX",6,6,12.4,NA,6.24969267836947,19.5224091410637,"Non I-35 Corridor",0.815789473684211
"48287","Lee","10.6","15",2.2546,NA,17.595,3.3599,3.1388,17144,44,20,"     3.2","17,595","4",22.7,"0",0,"11",62.5,"2",11.4,"3",17.1,"4",22.7,NA,NA,NA,NA,NA,6,"TX",6,4,11,NA,6.76278750429111,27.741950750351,"Non I-35 Corridor",0.789473684210526
"48289","Leon","13.800000000000001","17.899999999999999",1.5291,NA,16.1774,2.8135,1.6514,17270,30,19,"     5.1","17,707","2",11.3,"0",0,"2",11.3,"3",16.9,"1",5.6,"4",22.6,NA,NA,NA,NA,NA,8,"TX",6,7,7.8,NA,9.09727081875437,18.638750910759,"Non I-35 Corridor",0.789473684210526
"48291","Liberty","14.4","20",1.8196,NA,18.3333,5.948,3.1346,86323,225,122,"     6.5","85,284","11",12.9,"4",4.7,"20",23.5,"3",3.5,"4",4.7,"31",36.3,"Metropolitan Statistical Area","Outlying","26420","Houston-The Woodlands-Sugar Land, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,28.8,3.27410835115903,5.1709084559305,24.7739434242249,"Non I-35 Corridor",0.947368421052632
"48293","Limestone","16.800000000000001","19.699999999999999",1.5054,0.6726,23.3824,3.0109,5.8296,23519,839,132,"     4.5","23,544","3",12.7,"0",0,"10",42.5,"8",34,"3",12.7,"18",76.5,NA,NA,NA,NA,NA,6,"TX",6,6,25.9,NA,6.85902646076041,20.4605266451836,"Non I-35 Corridor",0.815789473684211
"48295","Lipscomb","11.300000000000001","14.800000000000001",NA,0,11.4471,NA,NA,3355,3,2,"     2.4","3,651","0",0,"0",0,"2",54.8,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,9,"TX",6,12,0.1,NA,4.11899313501144,23.2821360230446,"Non I-35 Corridor",0.736842105263158
"48297","Live Oak","17","23.800000000000001",2.0492,NA,17.459,4.0164,3.6066,12166,46.27,41.54,"     4.6","12,030","1",8.3,"0",0,"6",49.9,"1",8.3,"0",0,"1",8.3,NA,NA,NA,NA,NA,8,"TX",6,7,5.3,NA,7.31363034847817,37.2842580080032,"Non I-35 Corridor",0.789473684210526
"48299","Llano","10.9","20.300000000000001",2.6365,NA,17.535,3.892,1.2346,21646,40,35,"     3.6","19,452","3",15.4,"1",5.1,"4",20.6,"2",10.3,"2",10.3,"12",61.7,NA,NA,NA,NA,NA,7,"TX",6,11,20.8,23.5371651838253,11.561455538295,12.8642752766609,"Non I-35 Corridor",0.815789473684211
"48301","Loving","3.8999999999999999","11.300000000000001",0,0,0,NA,0,152,1.77,1.38,"     0.8","92","0",0,"0",0,"0",0,"0",0,"0",0,"0",0,"Micropolitan Statistical Area","Outlying","37780","Pecos, TX","Micropolitan Statistical Area-Outlying",9,"TX",6,12,NA,NA,29.6875,24.4458824396133,"Non I-35 Corridor",0.894736842105263
"48303","Lubbock","15.800000000000001","18.399999999999999",1.6691,0.2669,19.3921,2.5176,2.8602,307412,1211,1174,"     3.0","317,210","108",34,"66",20.8,"379",119.5,"160",50.4,"123",38.8,"274",86.4,"Metropolitan Statistical Area","Central","31180","Lubbock, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,85.7,11.91093198214,5.00291334957942,17.2895476222038,"Non I-35 Corridor",0.973684210526316
"48305","Lynn","14.4","19.600000000000001",NA,0,17.4515,1.8006,1.5235,5877,15,44,"     2.9","5,588","1",17.9,"0",0,"5",89.5,"0",0,"0",0,"6",107.4,"Metropolitan Statistical Area","Outlying","31180","Lubbock, TX","Metropolitan Statistical Area-Outlying",2,"TX",3,2,11.9,NA,4.1458184417441,27.2771567106247,"Non I-35 Corridor",0.921052631578947
"48307","McCulloch","16.199999999999999","27.100000000000001",1.3816,NA,15.6579,1.5132,2.0395,7987,21,16,"     4.4","8,660","2",23.1,"0",0,"7",80.8,"1",11.5,"2",23.1,"5",57.7,NA,NA,NA,NA,NA,7,"TX",6,9,17.6,NA,7.45740498034076,24.1987973451614,"Non I-35 Corridor",0.789473684210526
"48309","McLennan","17","20.699999999999999",1.9419,0.1402,21.3053,2.7195,3.8073,254607,1562,1241,"     3.4","253,066","63",24.9,"173",68.4,"220",86.9,"80",31.6,"196",77.5,"222",87.7,"Metropolitan Statistical Area","Central","47380","Waco, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,48.9,9.59401947202192,5.96748011159763,15.4888331890106,"Non I-35 Corridor",0.973684210526316
"48311","McMullen","9.6999999999999993","12",0,0,13.6364,NA,NA,749,2.73,2.46,"     2.0","783","0",0,"0",0,"1",127.7,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,9,"TX",6,12,NA,NA,7.16666666666667,37.2842580080032,"Non I-35 Corridor",0.736842105263158
"48313","Madison","17.399999999999999","21.600000000000001",1.8385,NA,21.7334,3.086,2.6921,14422,36,17,"     4.0","14,527","1",6.9,"0",0,"2",13.8,"3",20.7,"1",6.9,"8",55.1,NA,NA,NA,NA,NA,6,"TX",6,6,23.2,NA,5.70048309178744,18.638750910759,"Non I-35 Corridor",0.789473684210526
"48315","Marion","20","31.100000000000001",1.5419,0,20.9251,4.13,3.1388,9928,33,28,"     5.1","10,294","1",9.7,"0",0,"4",38.9,"3",29.1,"0",0,"1",9.7,NA,NA,NA,NA,NA,8,"TX",6,7,9.8,NA,9.99485861182519,18.6485171318054,"Non I-35 Corridor",0.815789473684211
"48317","Martin","11.1","17",2.439,0,18.1185,2.439,3.1359,5753,7,4,"     3.2","6,044","0",0,"0",0,"0",0,"0",0,"1",16.5,"3",49.6,"Metropolitan Statistical Area","Outlying","33260","Midland, TX","Metropolitan Statistical Area-Outlying",3,"TX",4,2,24.5,NA,4.2963528737827,24.1987973451614,"Non I-35 Corridor",0.947368421052632
"48319","Mason","9.8000000000000007","20.100000000000001",1.7957,0,15.8249,NA,NA,4280,2,0,"     3.0","3,899","1",25.6,"0",0,"2",51.3,"0",0,"1",25.6,"2",51.3,NA,NA,NA,NA,NA,9,"TX",6,10,2.5,NA,8.52517075638755,24.1987973451614,"Non I-35 Corridor",0.763157894736842
"48321","Matagorda","17.300000000000001","24",2.1938,NA,16.7733,3.0393,3.1993,36552,120,119,"     6.2","37,064","4",10.8,"2",5.4,"11",29.7,"4",10.8,"3",8.1,"19",51.3,"Micropolitan Statistical Area","Central","13060","Bay City, TX","Micropolitan Statistical Area-Central",4,"TX",5,3,30,24.8241621845263,6.21707350710247,19.623938202858,"Non I-35 Corridor",0.947368421052632
"48323","Maverick","20","27.899999999999999",2.0872,NA,14.1819,1.025,2.3668,58485,102,18,"    10.2","59,938","3",5,"2",3.3,"12",20,"9",15,"7",11.7,"28",46.7,"Micropolitan Statistical Area","Central","20580","Eagle Pass, TX","Micropolitan Statistical Area-Central",5,"TX",5,8,9.5,NA,2.04190923696167,26.7224907875061,"Non I-35 Corridor",0.921052631578947
"48325","Medina","11.199999999999999","17.199999999999999",1.7091,NA,16.4944,3.5771,3.4579,50921,78,63,"     3.4","50,594","14",27.7,"7",13.8,"24",47.4,"4",7.9,"10",19.8,"20",39.5,"Metropolitan Statistical Area","Outlying","41700","San Antonio-New Braunfels, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,15,NA,8.41018365255774,23.8479003310204,"Non I-35 Corridor",0.921052631578947
"48327","Menard","19.100000000000001","34.5",NA,0,14.2268,2.6804,NA,2139,5,2,"     3.7","2,188","0",0,"0",0,"1",45.7,"0",0,"0",0,"1",45.7,NA,NA,NA,NA,NA,9,"TX",6,12,1.6,NA,10.0407747196738,24.1987973451614,"Non I-35 Corridor",0.763157894736842
"48329","Midland","9.6999999999999993","13.1",1.8557,0.1354,17.3622,2.0787,2.23,172578,464,399,"     3.5","187,364","49",26.2,"19",10.1,"129",68.8,"36",19.2,"22",11.7,"106",56.6,"Metropolitan Statistical Area","Central","33260","Midland, TX","Metropolitan Statistical Area-Central",3,"TX",4,2,21.3,11.17758834707,4.56104433972809,15.8992424607277,"Non I-35 Corridor",0.973684210526316
"48331","Milam","17.399999999999999","24",2.2762,NA,18.056,5.9982,2.1839,25131,105,67,"     3.9","24,635","2",8.1,"1",4.1,"8",32.5,"2",8.1,"1",4.1,"6",24.4,NA,NA,NA,NA,NA,6,"TX",6,4,24.1,NA,6.57671487436374,18.638750910759,"Non I-35 Corridor",0.789473684210526
"48333","Mills","14.4","22.800000000000001",1.8059,0,16.14,3.4989,2.2573,4921,4,4,"     3.7","4,870","1",20.5,"2",41.1,"7",143.7,"3",61.6,"0",0,"2",41.1,NA,NA,NA,NA,NA,9,"TX",6,10,7.6,NA,9.15619389587074,12.8642752766609,"Non I-35 Corridor",0.815789473684211
"48335","Mitchell","18.699999999999999","21.899999999999999",1.8692,NA,16.3032,2.3884,2.9076,8145,16,36,"     4.9","9,865","1",10.1,"0",0,"1",10.1,"1",10.1,"0",0,"4",40.5,NA,NA,NA,NA,NA,7,"TX",6,9,52.7,NA,4.84983314794216,27.9468238353729,"Non I-35 Corridor",0.789473684210526
"48337","Montague","12.4","18.199999999999999",1.3454,NA,16.3519,2.9237,2.6908,19596,61,52,"     3.2","19,199","1",5.2,"1",5.2,"6",31.3,"5",26,"2",10.4,"8",41.7,NA,NA,NA,NA,NA,6,"TX",6,4,39,NA,7.8236914600551,21.9790354371071,"Non I-35 Corridor",0.789473684210526
"48339","Montgomery","8.1999999999999993","10.9",1.6004,0.1593,17.0111,2.9875,2.1486,590925,939,750,"     4.0","613,951","84",13.7,"93",15.1,"429",69.9,"34",5.5,"110",17.9,"581",94.6,"Metropolitan Statistical Area","Outlying","26420","Houston-The Woodlands-Sugar Land, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,37.5,6.12465609250165,5.61630963682401,13.8627961277962,"Non I-35 Corridor",0.973684210526316
"48341","Moore","10.6","14.800000000000001",1.473,NA,17.2941,1.4184,2.2913,21485,39,26,"     2.3","21,575","1",4.6,"0",0,"3",13.9,"3",13.9,"3",13.9,"15",69.5,"Micropolitan Statistical Area","Central","20300","Dumas, TX","Micropolitan Statistical Area-Central",7,"TX",5,8,33.5,14.0462590130162,3.31023504073415,23.2821360230446,"Non I-35 Corridor",0.947368421052632
"48343","Morris","17","25.100000000000001",1.5238,NA,18.381,4.2857,3.7143,12339,27,13,"     7.4","12,448","0",0,"1",8,"5",40.2,"3",24.1,"2",16.1,"4",32.1,NA,NA,NA,NA,NA,6,"TX",6,6,12.8,NA,7.61713856176397,20.7215860486031,"Non I-35 Corridor",0.789473684210526
"48345","Motley","16.300000000000001","27.5",NA,0,12.8906,NA,NA,1234,NA,NA,"     4.1","1,172","0",0,"0",0,"0",0,"0",0,"0",0,"0",0,NA,NA,NA,NA,NA,9,"TX",6,12,NA,NA,6.49106302916275,27.2771567106247,"Non I-35 Corridor",0.657894736842105
"48347","Nacogdoches","19.5","23.5",1.6587,NA,15.7643,3.0122,2.9061,65711,233,0,"     3.8","64,106","10",15.6,"23",35.9,"76",118.6,"29",45.2,"37",57.7,"58",90.5,"Micropolitan Statistical Area","Central","34860","Nacogdoches, TX","Micropolitan Statistical Area-Central",5,"TX",5,8,54.1,7.73359318206425,5.82030222882156,17.5960138440132,"Non I-35 Corridor",0.947368421052632
"48349","Navarro","14.800000000000001","21.899999999999999",1.8321,0.2703,21.5948,3.1987,3.7243,49565,211,218,"     3.7","47,985","5",10.4,"7",14.6,"30",62.5,"11",22.9,"6",12.5,"25",52.1,"Micropolitan Statistical Area","Central","18620","Corsicana, TX","Micropolitan Statistical Area-Central",4,"TX",5,3,23.7,NA,5.67041653998176,20.4605266451836,"Non I-35 Corridor",0.947368421052632
"48351","Newton","21.300000000000001","27.899999999999999",1.7284,0,21.7284,9.2593,3.2716,13746,579,154,"     7.4","13,724","1",7.3,"1",7.3,"1",7.3,"1",7.3,"4",29.1,"3",21.9,NA,NA,NA,NA,NA,2,"TX",3,2,7.1,NA,7.84971760661374,26.2936353683472,"Non I-35 Corridor",0.815789473684211
"48353","Nolan","17.199999999999999","24.399999999999999",1.7234,NA,21.3605,2.5397,3.4014,14751,43,31,"     3.4","15,642","5",32,"1",6.4,"8",51.1,"3",19.2,"0",0,"8",51.1,"Micropolitan Statistical Area","Central","45020","Sweetwater, TX","Micropolitan Statistical Area-Central",6,"TX",5,5,25,NA,6.73768489618673,27.9468238353729,"Non I-35 Corridor",0.921052631578947
"48355","Nueces","17.5","25.899999999999999",2.2108,0.2916,19.0051,5.4574,4.1866,362265,1044,500,"     5.0","383,718","129",33.6,"62",16.2,"363",94.6,"86",22.4,"101",26.3,"363",94.6,"Metropolitan Statistical Area","Central","18580","Corpus Christi, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,70,22.0851808436539,7.24818646688072,19.1984876990318,"Non I-35 Corridor",0.973684210526316
"48357","Ochiltree","9.1999999999999993","14.199999999999999",1.0837,0,9.8522,NA,1.8719,9947,25,25,"     3.1","11,309","0",0,"0",0,"3",26.5,"1",8.8,"0",0,"6",53.1,NA,NA,NA,NA,NA,7,"TX",6,11,21,NA,4.31352970544184,23.2821360230446,"Non I-35 Corridor",0.789473684210526
"48359","Oldham","14","28.800000000000001",NA,0,11.0266,NA,NA,2131,7,4,"     2.7","2,200","0",0,"2",90.9,"6",272.7,"1",45.5,"1",45.5,"0",0,"Metropolitan Statistical Area","Outlying","11100","Amarillo, TX","Metropolitan Statistical Area-Outlying",2,"TX",3,2,NA,NA,6.25711035267349,23.2821360230446,"Non I-35 Corridor",0.842105263157895
"48361","Orange","15.1","21.100000000000001",1.4085,0.2074,18.9868,6.5728,2.7951,83572,181,103,"     6.4","86,155","12",13.9,"3",3.5,"22",25.5,"11",12.8,"6",7,"22",25.5,"Metropolitan Statistical Area","Central","13140","Beaumont-Port Arthur, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,52.4,4.71653617583247,7.45802282803509,16.871777176857,"Non I-35 Corridor",0.973684210526316
"48363","Palo Pinto","13.9","20.899999999999999",2.0349,NA,20.5264,3.539,2.8091,28875,97,81,"     3.9","27,859","4",14.4,"4",14.4,"4",14.4,"3",10.8,"9",32.3,"16",57.4,"Micropolitan Statistical Area","Central","33420","Mineral Wells, TX","Micropolitan Statistical Area-Central",6,"TX",5,3,25.6,10.5600337921081,7.34626350804323,22.1984326839447,"Non I-35 Corridor",0.947368421052632
"48365","Panola","15.300000000000001","19.5",1.4339,NA,14.1521,2.8367,1.7768,23148,43,35,"     4.8","24,576","1",4.1,"3",12.2,"5",20.3,"3",12.2,"4",16.3,"6",24.4,NA,NA,NA,NA,NA,6,"TX",6,6,21.2,NA,6.53150148948468,21.0098430514336,"Non I-35 Corridor",0.789473684210526
"48367","Parker","8","9.8000000000000007",1.7363,NA,19.2668,3.5823,2.6464,138371,425,363,"     3.0","135,621","25",18.4,"14",10.3,"91",67.1,"18",13.3,"47",34.7,"68",50.1,"Metropolitan Statistical Area","Outlying","19100","Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,27.4,4.7226457610881,6.79656191388593,16.9883906841278,"Non I-35 Corridor",0.947368421052632
"48369","Parmer","12.199999999999999","17.699999999999999",NA,0,12.7256,1.3538,1.1733,9864,32,0,"     1.9","9,200","0",0,"0",0,"0",0,"1",10.9,"0",0,"2",21.7,NA,NA,NA,NA,NA,7,"TX",6,9,19.8,NA,3.06008714155436,23.2821360230446,"Non I-35 Corridor",0.789473684210526
"48371","Pecos","16.5","19.699999999999999",1.2574,NA,12.9054,1.456,2.7134,15673,27,31,"     5.0","16,533","3",18.1,"0",0,"1",6,"2",12.1,"1",6,"8",48.4,NA,NA,NA,NA,NA,7,"TX",6,11,18.8,NA,5.00230369248996,24.4458824396133,"Non I-35 Corridor",0.789473684210526
"48373","Polk","15","22.899999999999999",1.8247,NA,15.6747,2.3547,1.9115,50031,955,215,"     6.0","49,080","5",10.2,"6",12.2,"22",44.8,"7",14.3,"7",14.3,"30",61.1,NA,NA,NA,NA,NA,6,"TX",6,4,27.2,NA,8.51505296969455,26.1826246976852,"Non I-35 Corridor",0.789473684210526
"48375","Potter","20.800000000000001","29.199999999999999",2.4616,0.2372,18.981,3.2385,2.9686,119648,612,461,"     3.0","122,706","32",26.1,"43",35,"139",113.3,"63",51.3,"53",43.2,"141",114.9,"Metropolitan Statistical Area","Central","11100","Amarillo, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,102.8,25.3111157983548,5.5861632566969,28.6839157342911,"Non I-35 Corridor",0.973684210526316
"48377","Presidio","19.399999999999999","32.399999999999999",1.2397,0,8.4298,NA,NA,6948,73,76,"     7.0","5,906","0",0,"1",16.9,"3",50.8,"0",0,"0",0,"3",50.8,NA,NA,NA,NA,NA,7,"TX",6,11,5.8,NA,2.18561409231773,24.4458824396133,"Non I-35 Corridor",0.763157894736842
"48379","Rains","13.6","20.300000000000001",2.207,NA,20.4022,4.6101,2.5012,12159,22,20,"     2.9","11,378","0",0,"0",0,"2",17.6,"2",17.6,"1",8.8,"1",8.8,NA,NA,NA,NA,NA,8,"TX",6,4,1.5,NA,9.61854653074647,22.6406246423721,"Non I-35 Corridor",0.789473684210526
"48381","Randall","9.5999999999999996","11.6",1.4556,0.1348,17.6629,2.0284,1.9004,136271,364,179,"     2.5","138,104","21",15.2,"21",15.2,"137",99.2,"51",36.9,"78",56.5,"44",31.9,"Metropolitan Statistical Area","Central","11100","Amarillo, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,26.8,7.10464430598282,6.27695324433582,10.1919688284397,"Non I-35 Corridor",0.973684210526316
"48383","Reagan","8.3000000000000007","10.1",NA,0,13.2013,3.9604,NA,3741,78,17,"     4.7","4,226","0",0,"0",0,"0",0,"0",0,"0",0,"2",47.3,NA,NA,NA,NA,NA,6,"TX",6,6,1.6,NA,4.28360413589365,24.1987973451614,"Non I-35 Corridor",0.763157894736842
"48385","Real","16.399999999999999","32.100000000000001",2.1965,0,16.763,2.0809,5.5491,3478,NA,NA,"     4.5","3,407","0",0,"1",29.4,"0",0,"1",29.4,"1",29.4,"0",0,NA,NA,NA,NA,NA,9,"TX",6,10,1.4,NA,12.6540971718637,26.7224907875061,"Non I-35 Corridor",0.763157894736842
"48387","Red River","15.699999999999999","25.600000000000001",1.5564,NA,18.249,6.537,2.8016,12175,31,26,"     4.5","12,610","0",0,"2",15.9,"5",39.7,"6",47.6,"2",15.9,"2",15.9,NA,NA,NA,NA,NA,6,"TX",6,6,82.2,NA,6.54181410201087,20.7215860486031,"Non I-35 Corridor",0.789473684210526
"48389","Reeves","19","20.5",1.865,NA,12.7331,1.4148,2.8296,15695,61,28,"     3.5","15,707","1",6.4,"1",6.4,"1",6.4,"1",6.4,"1",6.4,"8",50.9,"Micropolitan Statistical Area","Central","37780","Pecos, TX","Micropolitan Statistical Area-Central",7,"TX",5,8,31.8,NA,3.69541632763765,24.4458824396133,"Non I-35 Corridor",0.921052631578947
"48391","Refugio","15.300000000000001","23.699999999999999",2.2065,NA,18.6231,3.1774,4.9426,7032,38,38,"     4.7","7,573","1",13.2,"0",0,"3",39.6,"0",0,"0",0,"3",39.6,NA,NA,NA,NA,NA,6,"TX",6,6,9.6,NA,8.27770360480641,23.7079069018364,"Non I-35 Corridor",0.789473684210526
"48393","Roberts","6.4000000000000004","9.0999999999999996",0,0,17.2932,NA,NA,903,1.11,0.18,"     3.7","983","0",0,"0",0,"0",0,"1",101.7,"0",0,"0",0,"Micropolitan Statistical Area","Outlying","37420","Pampa, TX","Micropolitan Statistical Area-Outlying",9,"TX",6,10,NA,NA,5.32043530834341,23.2821360230446,"Non I-35 Corridor",0.868421052631579
"48395","Robertson","14.199999999999999","23.199999999999999",1.9682,NA,20.6449,2.5126,3.0988,17284,28,8,"     3.5","16,888","1",5.9,"1",5.9,"5",29.6,"4",23.7,"4",23.7,"0",0,"Metropolitan Statistical Area","Outlying","17780","College Station-Bryan, TX","Metropolitan Statistical Area-Outlying",3,"TX",4,2,5.7,NA,5.73491675120845,18.638750910759,"Non I-35 Corridor",0.921052631578947
"48397","Rockwall","4.7999999999999998","6.4000000000000004",1.3517,0.1833,19.5304,3.0355,2.8179,100657,258,208,"     3.0","102,243","11",10.8,"28",27.4,"102",99.8,"12",11.7,"26",25.4,"94",91.9,"Metropolitan Statistical Area","Central","19100","Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Central",1,"TX",2,1,42.2,NA,5.26066834231443,15.1921257376671,"Non I-35 Corridor",0.947368421052632
"48399","Runnels","14.300000000000001","21.399999999999999",1.8803,0,20.188,2.7709,2.8204,10234,27.98,16.66,"     2.8","11,009","1",9.1,"2",18.2,"2",18.2,"2",18.2,"4",36.3,"9",81.8,NA,NA,NA,NA,NA,6,"TX",6,6,35.6,NA,6.95959595959596,27.9468238353729,"Non I-35 Corridor",0.815789473684211
"48401","Rusk","14.199999999999999","18.100000000000001",1.3092,NA,17.418,2.8008,2.6516,54450,89,77,"     4.1","52,767","26",49.3,"0",0,"21",39.8,"8",15.2,"10",19,"22",41.7,"Metropolitan Statistical Area","Outlying","30980","Longview, TX","Metropolitan Statistical Area-Outlying",3,"TX",4,2,18.9,NA,6.16309801968821,21.0098430514336,"Non I-35 Corridor",0.921052631578947
"48403","Sabine","16","25.399999999999999",1.7893,NA,17.2167,4.0557,2.4254,10589,14,15,"     7.0","9,936","1",10.1,"0",0,"2",20.1,"1",10.1,"1",10.1,"3",30.2,NA,NA,NA,NA,NA,8,"TX",6,7,29,NA,11.9769557307459,26.2936353683472,"Non I-35 Corridor",0.789473684210526
"48405","San Augustine","19.600000000000001","29.699999999999999",2.0347,NA,21.9031,2.5135,3.471,8232,20,16,"     5.8","8,405","0",0,"0",0,"1",11.9,"1",11.9,"2",23.8,"2",23.8,NA,NA,NA,NA,NA,9,"TX",6,10,28.5,NA,9.27001768123263,26.2936353683472,"Non I-35 Corridor",0.789473684210526
"48407","San Jacinto","16.100000000000001","26.100000000000001",1.7296,0,17.5786,5.2201,2.5786,28719,61,51,"     5.1","28,844","1",3.5,"2",6.9,"2",6.9,"1",3.5,"2",6.9,"4",13.9,NA,NA,NA,NA,NA,8,"TX",6,4,3.4,NA,8.31691117436683,26.1826246976852,"Non I-35 Corridor",0.815789473684211
"48409","San Patricio","14.800000000000001","21.600000000000001",2.4099,NA,19.6645,5.9186,2.7376,66893,221,194,"     6.9","71,325","16",22.4,"5",7,"22",30.8,"7",9.8,"8",11.2,"22",30.8,"Metropolitan Statistical Area","Central","18580","Corpus Christi, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,27.6,5.81775870845757,7.49618209584757,23.7079069018364,"Non I-35 Corridor",0.947368421052632
"48411","San Saba","17.399999999999999","26.100000000000001",1.581,NA,14.1304,1.6798,2.3715,6054,5,1,"     3.3","5,873","2",34.1,"0",0,"3",51.1,"1",17,"1",17,"1",17,NA,NA,NA,NA,NA,7,"TX",6,9,5.6,NA,6.33507853403141,12.8642752766609,"Non I-35 Corridor",0.789473684210526
"48413","Schleicher","13.199999999999999","19",NA,0,13.3489,2.8103,3.5129,2895,9,7,"     3.7","3,312","0",0,"0",0,"1",30.2,"0",0,"0",0,"1",30.2,NA,NA,NA,NA,NA,8,"TX",6,7,22.8,NA,4.03916768665851,24.1987973451614,"Non I-35 Corridor",0.789473684210526
"48415","Scurry","13.800000000000001","17.600000000000001",1.7259,NA,15.6345,2.8426,2.9949,16866,45.39,12.55,"     4.4","18,368","2",10.9,"1",5.4,"3",16.3,"2",10.9,"0",0,"13",70.8,"Micropolitan Statistical Area","Central","43660","Snyder, TX","Micropolitan Statistical Area-Central",7,"TX",5,8,15.5,NA,4.41767068273092,27.9468238353729,"Non I-35 Corridor",0.921052631578947
